"lp.","Cena.jednostkowa.netto","Z.powierzchnia.przynalezna","Data.transakcji","Rodzaj.transakcji","Sprzedajacy","Kupujacy","Wojewodztwo","Powiat","Gmina","MiejscowoSÄ.","Obreb","Dzielnica","street","Numer.administracyjny","housenumber","Sposob.uzytkowania.lokalu","Pow..lokalu.obliczeniowa","liczba.pokoi","Stan.techniczny.lokalu","Rok.budowy","Cena.netto","Adres","lon","lat","LiczbaSzkolWPromieniuKilometra","OdlegloscDoNajblizszejSzkoly","LiczbaPrzystankowWPromieniuKilometra","OdlegloscDoNajblizszegoPrzystanku","LiczbaPlacowekMedycznychWObrebieKilometra","OdlegloscDoNajblizszejPlacowkiMedycznej","LiczbaMarketowWObrebieKilometra","OdlegloscDoNajblizszegoMarketu","Odległość.do.centrum.w.m"
2865,4069.77,"Nie",42592,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sokola","53","3","mieszkalny",43,"2","","",175000,"Sokola 53",18.9730243,50.202272,17,812.061783973749,19,229.642318816194,0,NA,0,3000,7947
2866,2274.13,"Nie",42611,"umowa sprzedazy - rynek wtorny","jednostki samorzadowe","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Sokolska","10","5a","mieszkalny",49.39,"3","","",112319.2,"Sokolska 10",19.015259,50.262175,57,310.684061151867,100,155.236372079573,23,195.328859382601,23,195.328859382601,660
2867,4051.12,"Nie",42452,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Sokolska","14","13","mieszkalny",41.47,"2","","",168000,"Sokolska 14",19.0160759,50.262727,55,216.641114060868,102,22.3184248637631,23,82.7660191161447,23,82.7660191161447,679
2868,1040.18,"Nie",42541,"umowa sprzedazy - rynek wtorny","jednostki samorzadowe","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Sokolska","16","34","mieszkalny",35.33,"1","","",36749.64,"Sokolska 16",19.01598,50.26264,55,235.984258084009,100,31.2432124791617,23,86.9152867309638,23,86.9152867309638,667
2869,2587.57,"Nie",42237,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Sokolska","16","36","mieszkalny",56.81,"3","do remontu kapitalnego","",147000,"Sokolska 16",19.01598,50.26264,55,235.984258084009,100,31.2432124791617,23,86.9152867309638,23,86.9152867309638,667
2870,4229.61,"Nie",42300,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Sokolska","16","40","mieszkalny",33.1,"1","","",140000,"Sokolska 16",19.01598,50.26264,55,235.984258084009,100,31.2432124791617,23,86.9152867309638,23,86.9152867309638,667
2871,3714.86,"Nie",42584,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","33","7","mieszkalny",49.8,"2","","",185000,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2872,4245.28,"Nie",42188,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","33","41","mieszkalny",37.1,"2","","",157500,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2873,2198.7,"Nie",42256,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","33","79","mieszkalny",61.4,"4","","",135000,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2874,4657.79,"Nie",42541,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Sokolska","33","84","mieszkalny",26.3,"1","","",122500,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2875,4557.29,"Tak",42541,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","33","84","mieszkalny",26.88,"1","","",122500,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2876,4607.05,"Nie",42621,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Sokolska","33","96","mieszkalny",36.9,"2","","",170000,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2877,4266.67,"Nie",42417,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","33","100","mieszkalny",37.5,"2","","",160000,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2878,4489.25,"Nie",42565,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Sokolska","33","104","mieszkalny",37.2,"2","","",167000,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2879,4489.25,"Nie",42565,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","33","104","mieszkalny",37.2,"2","","",167000,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2880,4513.54,"Nie",42754,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","33","158","mieszkalny",39.88,"3","","",180000,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2881,4629.63,"Nie",42558,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","33","195","mieszkalny",37.8,"2","","",175000,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2882,4655.17,"Nie",42782,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","33","196","mieszkalny",52.2,"3","","",243000,"Sokolska 33",19.0189474,50.2644134,53,181.694165029858,96,21.4939689968693,16,680.825979303004,16,680.825979303004,810
2883,3780.49,"Nie",42495,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sokolska","43","8","mieszkalny",41,"2","","",155000,"Sokolska 43",19.020131,50.2670449,54,111.298541271672,90,170.446531454598,16,3158.16759927343,16,3158.16759927343,1086
2884,2125.85,"Tak",42367,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","46","33","mieszkalny",47.04,"2","","",1e+05,"Sokolska 46",19.0189774,50.2663262,54,137.538428082776,98,10.9183226144477,16,2114.8313581306,16,2114.8313581306,1054
2885,5049.35,"Nie",42607,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","46","33","mieszkalny",43.57,"2","","",220000,"Sokolska 46",19.0189774,50.2663262,54,137.538428082776,98,10.9183226144477,16,2114.8313581306,16,2114.8313581306,1054
2886,3003,"Nie",42193,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","46","40","mieszkalny",33.3,"2","","",1e+05,"Sokolska 46",19.0189774,50.2663262,54,137.538428082776,98,10.9183226144477,16,2114.8313581306,16,2114.8313581306,1054
2887,3935.74,"Nie",42646,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","48","8","mieszkalny",49.8,"2","","",196000,"Sokolska 48",19.0190719,50.266548,54,126.917325705589,95,30.8783703645024,16,2356.26513960956,16,2356.26513960956,1079
2888,3199.66,"Nie",42418,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","48","16","mieszkalny",46.88,"2","","",150000,"Sokolska 48",19.0190719,50.266548,54,126.917325705589,95,30.8783703645024,16,2356.26513960956,16,2356.26513960956,1079
2889,3930.49,"Nie",42403,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Sokolska","48","26","mieszkalny",48.34,"2","","",190000,"Sokolska 48",19.0190719,50.266548,54,126.917325705589,95,30.8783703645024,16,2356.26513960956,16,2356.26513960956,1079
2890,2464.57,"Nie",42472,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sokolska","48","41","mieszkalny",48.69,"2","","",120000,"Sokolska 48",19.0190719,50.266548,54,126.917325705589,95,30.8783703645024,16,2356.26513960956,16,2356.26513960956,1079
2891,4181.82,"Nie",42489,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sokolska","53","1","mieszkalny",44,"2","","",184000,"Sokolska 53",19.020673,50.267831,43,147.018611396043,75,23.2043111736658,16,4321.39260036305,16,4321.39260036305,1176
2892,3854.75,"Nie",42571,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sokolska","58","2","mieszkalny",35.8,"1","","",138000,"Sokolska 58",19.019842,50.267831,47,40.6662597486138,77,49.5714849648551,16,4065.73285048574,16,4065.73285048574,1264
2893,1061.78,"Nie",42451,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sokolska","60","7","mieszkalny",51.8,"2","","",55000,"Sokolska 60",19.01989,50.267917,45,49.6276218645385,77,38.126887118742,16,4196.01414285499,16,4196.01414285499,1274
2894,3952.03,"Nie",42521,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sokolska","68","13","mieszkalny",36.69,"2","","",145000,"Sokolska 68",19.020294,50.269194,33,379.468080652868,70,86.4167031847479,15,6271.84659446539,15,6271.84659446539,1392
2895,3194.42,"Nie",42767,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Sowia","19","1","mieszkalny",98.2,"2","","",313692.5,"Sowia 19",18.9642141,50.1992239,5,5810.49463209474,11,363.438208850919,0,NA,0,3000,8859
2896,3499.98,"Nie",42445,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Kostuchna","Sowia","21","1","mieszkalny",65.63,"2","","lata 2010-2019",229703.7,"Sowia 21",18.9641733,50.1994162,5,5510.09947999501,11,287.824121011949,0,NA,0,3000,8881
2897,4505.43,"Nie",42607,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Sowia","21","6","mieszkalny",48.83,"1","","",110000,"Sowia 21",18.9641733,50.1994162,5,5510.09947999501,11,287.824121011949,0,NA,0,3000,8881
2898,3441.05,"Nie",42535,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Kostuchna","Sowia","23","1","mieszkalny",66.13,"2","","lata 2010-2019",227556.48,"Sowia 23",18.9642877,50.1997766,5,5074.00067591235,10,188.642763902909,0,NA,0,3000,8920
2899,3986.09,"Nie",42228,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Kostuchna","Sowia","23","4","mieszkalny",61.52,"2","","lata 2010-2019",245224.07,"Sowia 23",18.9642877,50.1997766,5,5074.00067591235,10,188.642763902909,0,NA,0,3000,8920
2900,4179.05,"Nie",42473,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Kostuchna","Sowia","23","6","mieszkalny",47.1,"1","","lata 2010-2019",196833.33,"Sowia 23",18.9642877,50.1997766,5,5074.00067591235,10,188.642763902909,0,NA,0,3000,8920
2901,2250.45,"Tak",42661,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Kostuchna","Sowia","25","1","mieszkalny",49.99,"pokoj z aneksem kuchennym:1","","lata 2010-2019",112500,"Sowia 25",18.9640921,50.199803,5,4934.48996051331,10,163.965331514845,0,NA,0,3000,8920
2902,3000.6,"Tak",42697,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Kostuchna","Sowia","25","1","mieszkalny",49.99,"pokoj z aneksem kuchennym:1","","lata 2010-2019",150000,"Sowia 25",18.9640921,50.199803,5,4934.48996051331,10,163.965331514845,0,NA,0,3000,8920
2903,2657.34,"Nie",42233,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Kostuchna","Sowia","25","3","mieszkalny",54.19,"1","","lata 2010-2019",144001.39,"Sowia 25",18.9640921,50.199803,5,4934.48996051331,10,163.965331514845,0,NA,0,3000,8920
2904,3669.56,"Nie",42650,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Sowia","25","3","mieszkalny",57.06,"1","","",209385,"Sowia 25",18.9640921,50.199803,5,4934.48996051331,10,163.965331514845,0,NA,0,3000,8920
2905,4182.87,"Nie",42233,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Kostuchna","Sowia","25","4","mieszkalny",61.72,"2","","lata 2010-2019",258166.67,"Sowia 25",18.9640921,50.199803,5,4934.48996051331,10,163.965331514845,0,NA,0,3000,8920
2906,4198.48,"Nie",42247,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Kostuchna","Sowia","25","5","mieszkalny",58.21,"2","","lata 2010-2019",244393.52,"Sowia 25",18.9640921,50.199803,5,4934.48996051331,10,163.965331514845,0,NA,0,3000,8920
2907,3206.94,"Nie",42334,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sowinskiego","5","8","mieszkalny",53.01,"3","","",170000,"Sowinskiego 5",19.0308672,50.2483107,24,472.072837994574,22,346.421025964519,18,3352.37425672681,18,3352.37425672681,1874
2908,3956.83,"Tak",42262,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sowinskiego","5","50","mieszkalny",33.36,"1","","",132000,"Sowinskiego 5",19.0308672,50.2483107,24,472.072837994574,22,346.421025964519,18,3352.37425672681,18,3352.37425672681,1874
2909,3557.25,"Tak",42642,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Sowinskiego","5","53","mieszkalny",60.44,"3","","",215000,"Sowinskiego 5",19.0308672,50.2483107,24,472.072837994574,22,346.421025964519,18,3352.37425672681,18,3352.37425672681,1874
2910,3692.44,"Tak",42566,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Sowinskiego","5","62","mieszkalny",46.04,"2","","",170000,"Sowinskiego 5",19.0308672,50.2483107,24,472.072837994574,22,346.421025964519,18,3352.37425672681,18,3352.37425672681,1874
2911,3795.81,"Tak",42417,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sowinskiego","5","78","mieszkalny",45.84,"2","","",174000,"Sowinskiego 5",19.0308672,50.2483107,24,472.072837994574,22,346.421025964519,18,3352.37425672681,18,3352.37425672681,1874
2912,3206.2,"Nie",42698,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Sowinskiego","5","1A","mieszkalny",47.72,"2","","",153000,"Sowinskiego 5",19.0308672,50.2483107,24,472.072837994574,22,346.421025964519,18,3352.37425672681,18,3352.37425672681,1874
2913,4156.25,"Nie",42585,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Sowinskiego","5","1B","mieszkalny",32,"1","","",133000,"Sowinskiego 5",19.0308672,50.2483107,24,472.072837994574,22,346.421025964519,18,3352.37425672681,18,3352.37425672681,1874
2914,3604.29,"Tak",42261,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sowinskiego","9","18","mieszkalny",52.16,"3","","",188000,"Sowinskiego 9",19.0300282,50.2486519,24,816.427762004078,22,143.917599223802,18,3753.15347421608,18,3753.15347421608,1835
2915,3745.7,"Tak",42585,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sowinskiego","11","7","mieszkalny",58.2,"3","","",218000,"Sowinskiego 11",19.029874,50.2482641,24,810.67916949303,22,149.543479676255,18,4182.05265948565,18,4182.05265948565,1845
2916,3526.53,"Tak",42409,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sowinskiego","15","82","mieszkalny",32.61,"1","","",115000,"Sowinskiego 15",19.0282165,50.247352,23,1599.157522792,22,251.573848787419,12,5592.19279990419,12,5592.19279990419,1936
2917,3719.55,"Nie",42265,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sowinskiego","21","21","mieszkalny",30.38,"1","","",113000,"Sowinskiego 21",19.0291868,50.2475813,24,1081.81175238052,21,211.732730948856,13,4650.31260091059,13,4650.31260091059,1924
2918,3566.74,"Tak",42549,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Sowinskiego","29","59","mieszkalny",45.7,"2","","",163000,"Sowinskiego 29",19.0318809,50.2464174,16,413.407030449664,19,817.157590765922,16,2368.24460378752,16,2368.24460378752,2157
2919,3074.31,"Tak",42270,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Sowinskiego","35","26","mieszkalny",45.54,"2","","",140004,"Sowinskiego 35",19.032045,50.2475401,22,163.215933893532,20,355.767126157874,17,2308.08413379781,17,2308.08413379781,2076
2920,4189.08,"Tak",42682,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Sowinskiego","37","67","mieszkalny",46.33,"2","","",194080,"Sowinskiego 37",19.0331665,50.246453,16,229.101443138734,19,577.978953419791,17,1562.74677054423,17,1562.74677054423,2184
2921,3171.73,"Nie",42523,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Sowinskiego","45","19","mieszkalny",44.14,"2","","",140000,"Sowinskiego 45",19.0343401,50.2466886,15,43.9861255537732,19,239.690915959155,17,963.086869168873,17,963.086869168873,2200
2922,5076.74,"Nie",42613,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","SrodmieScie","Sowinskiego","45","19","mieszkalny",42.35,"2","","",215000,"Sowinskiego 45",19.0343401,50.2466886,15,43.9861255537732,19,239.690915959155,17,963.086869168873,17,963.086869168873,2200
2923,3427.42,"Nie",42601,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ochojec","Spokojna","47","5","mieszkalny",49.6,"2","","lata 80-te XX w.",170000,"Spokojna 47",18.985076,50.2072329,25,551.942541608019,26,106.284753639866,0,NA,0,3000,6975
2924,3316.49,"Nie",42614,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Dab","Sportowa","30c","37","mieszkalny",31.66,"1","","",105000,"Sportowa 30c",18.9990068,50.2749918,12,211.099574343497,23,86.1040254901104,3,365.38828426637,3,365.38828426637,3173
