name,lat,lon
NA,50.2726731,18.8950193
NA,50.2726731,18.8950319
NA,50.2726732,18.8950271
NA,50.2726754,18.8951958
NA,50.2726759,18.8952301
NA,50.2731464,18.8998889
NA,50.2731501,18.899893
NA,50.2731757,18.8998181
NA,50.2731791,18.8998217
NA,50.273224,18.8999694
NA,50.2732278,18.8999732
NA,50.2732557,18.9000024
NA,50.273276,18.8998694
NA,50.2733003,18.8998103
NA,50.2733011,18.8998966
NA,50.2733023,18.8998055
NA,50.2733048,18.8997994
NA,50.2733072,18.8997934
NA,50.27331,18.8997866
NA,50.2733127,18.8997802
NA,50.2733149,18.8997748
NA,50.2733173,18.899769
NA,50.2733196,18.8997635
NA,50.2733263,18.899747
NA,50.2733467,18.8994084
NA,50.2733482,18.8996939
NA,50.2733491,18.8994107
NA,50.2733533,18.8993928
NA,50.2734135,18.8995352
NA,50.2734368,18.8994792
NA,50.2482042,18.9281434
NA,50.2482087,18.9279602
NA,50.2482097,18.9279026
NA,50.2482497,18.9279968
NA,50.248251,18.9279037
NA,50.2483192,18.9278178
NA,50.2483208,18.927587
NA,50.2484814,18.9280061
NA,50.2484836,18.9279131
NA,50.2484881,18.9278246
NA,50.2485079,18.927914
NA,50.248508,18.9279078
NA,50.2485092,18.9278254
NA,50.2485436,18.9279154
NA,50.2485449,18.9278268
NA,50.2485766,18.9279766
NA,50.2485776,18.9279166
NA,50.2485983,18.9278286
NA,50.2485999,18.9280095
NA,50.2486008,18.9279774
NA,50.2486581,18.9278307
NA,50.2486604,18.9275987
NA,50.2487051,18.9281626
NA,50.248706,18.9281321
NA,50.248708,18.9280655
NA,50.2487093,18.928014
NA,50.2682782,18.9346021
NA,50.2683282,18.9340765
NA,50.2683293,18.9346581
NA,50.2683334,18.9346149
NA,50.2683603,18.9346653
NA,50.2683651,18.9346147
NA,50.2684184,18.9346271
NA,50.2684677,18.9341089
NA,50.2593421,18.9706592
NA,50.2593479,18.9710176
NA,50.2593609,18.9708377
NA,50.2593676,18.9712007
NA,50.2593776,18.9710109
NA,50.2593981,18.9711927
NA,50.2596489,18.9705795
NA,50.2596691,18.970761
NA,50.259686,18.9709303
NA,50.2597055,18.9711114
NA,50.2606365,18.9762147
NA,50.2607766,18.9763338
NA,50.2607862,18.9763108
NA,50.2607948,18.9763081
NA,50.2608043,18.9763176
NA,50.2608804,18.9763785
NA,50.2609029,18.9754218
NA,50.2609047,18.9763974
NA,50.260915,18.9764069
NA,50.2609315,18.9764137
NA,50.2609471,18.9764123
NA,50.2609618,18.9764069
NA,50.2609747,18.9763906
NA,50.2609894,18.9763609
NA,50.2610422,18.9750104
NA,50.2611728,18.9758129
NA,50.2612611,18.9750822
NA,50.2612792,18.9750998
NA,50.2613,18.9751268
NA,50.2613182,18.9751606
NA,50.2613182,18.975365
NA,50.2613268,18.9753298
NA,50.2613294,18.9751999
NA,50.2613329,18.9752905
NA,50.2613337,18.9752432
NA,50.2606722,18.9761083
NA,50.26082,18.9763302
NA,50.260858,18.9763606
NA,50.2608852,18.9754744
NA,50.2611666,18.9758313
NA,50.2738727,18.9274352
NA,50.2739084,18.9271691
NA,50.2739315,18.9274545
NA,50.2740237,18.9274848
NA,50.2740594,18.9272187
NA,50.2735038,18.9397854
NA,50.2735559,18.9393923
NA,50.2736137,18.9398211
NA,50.2736247,18.9394946
NA,50.2736349,18.9394179
NA,50.2736415,18.9396112
NA,50.2737319,18.9397311
NA,50.2737423,18.939644
NA,50.2737519,18.9395359
NA,50.2737589,18.9394832
NA,50.2738111,18.9397569
NA,50.2738196,18.9396862
NA,50.2738485,18.9395797
NA,50.2738571,18.939515
NA,50.2739219,18.9397195
NA,50.2739707,18.9397351
NA,50.2739852,18.939624
NA,50.2737034,18.9399451
NA,50.2737826,18.9399709
NA,50.2756575,18.9423813
NA,50.2756592,18.9421688
NA,50.2757003,18.9427623
NA,50.2757501,18.9426224
NA,50.2757501,18.9427374
NA,50.2757508,18.9424609
NA,50.2757509,18.9425426
NA,50.2757516,18.942355
NA,50.2757532,18.9421707
NA,50.2756559,18.9425724
NA,50.2756993,18.9425602
NA,50.2796602,18.9508812
NA,50.2796613,18.9510905
NA,50.2800426,18.9510392
NA,50.2800421,18.9510872
NA,50.2800764,18.9508714
NA,50.2800785,18.9510408
NA,50.279886,18.951088
NA,50.2798655,18.9508764
NA,50.2905752,18.9432036
NA,50.2909174,18.9438242
NA,50.2910064,18.9435572
NA,50.2917623,18.9448272
NA,50.2918516,18.9445883
NA,50.2921758,18.9446348
NA,50.2905937,18.9431422
NA,50.2910086,18.9441015
NA,50.2910523,18.9439605
NA,50.291346,18.9411713
NA,50.2915686,18.9406746
NA,50.2915546,18.944615
NA,50.2916943,18.9406314
NA,50.292028,18.9448099
NA,50.2922978,18.9445394
NA,50.2923036,18.944274
NA,50.2924335,18.9441627
NA,50.292523,18.9441322
NA,50.292554,18.9441171
NA,50.2926605,18.9440839
NA,50.292688,18.9441143
NA,50.2927244,18.9443875
NA,50.292806,18.942519
NA,50.2929597,18.9420106
NA,50.2931795,18.9435852
NA,50.29331,18.9429252
NA,50.2915995,18.9406385
NA,50.2928365,18.9441918
NA,50.2907162,18.9524393
NA,50.2907204,18.9523232
NA,50.2913624,18.9519948
NA,50.292073,18.951581
NA,50.2923191,18.9511782
NA,50.2928828,18.9520671
NA,50.2931107,18.9502311
NA,50.2931155,18.9498861
NA,50.2931904,18.9500144
NA,50.2932547,18.949697
NA,50.2933457,18.950531
NA,50.2935866,18.9500014
NA,50.291534,18.9530624
NA,50.2916116,18.9531292
NA,50.2922058,18.9536434
NA,50.2924324,18.9535011
NA,50.2902643,18.9621651
NA,50.2903237,18.9624323
NA,50.2904234,18.9620786
NA,50.2904827,18.9623458
NA,50.2829574,18.9708736
NA,50.2834185,18.9700673
NA,50.2835432,18.9718098
NA,50.2837195,18.9700257
NA,50.2838437,18.970557
NA,50.2838742,18.9707765
NA,50.2839681,18.9709738
NA,50.2840067,18.971057
NA,50.2837161,18.9699884
NA,50.283751,18.97006
NA,50.2837805,18.9701338
NA,50.2829781,18.9708373
NA,50.2838402,18.9705327
NA,50.2838506,18.9706067
NA,50.2839485,18.9709326
NA,50.2839539,18.970944
NA,50.2839844,18.971009
NA,50.2838643,18.9712882
NA,50.2838602,18.971295
NA,50.2838684,18.9712816
NA,50.2837381,18.9700239
NA,50.283849,18.9705949
NA,50.3013054,18.9127852
NA,50.3013102,18.9124902
NA,50.30141,18.9127894
NA,50.3014129,18.9126114
NA,50.3014172,18.9124945
NA,50.30142,18.9123274
NA,50.3015625,18.9126174
NA,50.3015671,18.9123333
NA,50.305934,18.9149545
NA,50.3065198,18.9170955
NA,50.3056336,18.9167516
NA,50.3068174,18.9153142
NA,50.3066999,18.9160179
NA,50.296248,18.9487214
NA,50.2962725,18.9482177
NA,50.2963313,18.9488357
NA,50.2963698,18.9485029
NA,50.2965955,18.947664
NA,50.2966594,18.9492803
NA,50.2966411,18.9476148
NA,50.2967146,18.9492405
NA,50.2969925,18.9492205
NA,50.2973245,18.9486471
NA,50.2970019,18.9493767
NA,50.3054961,18.9429012
NA,50.3056193,18.9437111
NA,50.3057769,18.94367
NA,50.3059592,18.9436006
NA,50.30602,18.943616
NA,50.3063977,18.9432303
NA,50.3064092,18.94349
NA,50.3064436,18.9426775
NA,50.3081777,18.9445427
NA,50.3084116,18.945689
NA,50.3084377,18.9444168
NA,50.3085287,18.9448892
NA,50.3087264,18.9449087
NA,50.3087422,18.9449982
NA,50.3088534,18.9455716
NA,50.2557148,19.0035999
NA,50.2558209,19.0035921
NA,50.2546866,19.0037288
NA,50.2547333,19.0049573
NA,50.2558705,19.0038172
NA,50.2560005,19.004991
NA,50.2560427,19.0049452
NA,50.2561061,19.004897
NA,50.2452523,19.0119544
NA,50.2437801,19.0145786
NA,50.2436611,19.0180353
NA,50.243989,19.0145776
NA,50.2440421,19.0183018
NA,50.2446669,19.0149146
NA,50.245425,19.0182217
NA,50.2456598,19.0160883
NA,50.2460109,19.0169869
NA,50.2457764,19.018341
NA,50.2457309,19.0161889
NA,50.2451727,19.0125235
NA,50.2457815,19.013216
NA,50.2459947,19.0126337
NA,50.2435697,19.0147753
NA,50.2436538,19.0145431
NA,50.2436753,19.0145496
NA,50.2437995,19.0181288
NA,50.2444598,19.0184992
NA,50.244674,19.014923
NA,50.2448161,19.0150922
NA,50.2448899,19.0157298
NA,50.2449361,19.0157371
NA,50.2451201,19.0158207
NA,50.2456394,19.0167465
NA,50.2457689,19.0183838
NA,50.2458458,19.0168397
NA,50.2459985,19.0169057
NA,50.2436169,19.0145257
NA,50.2451251,19.0123728
NA,50.2451319,19.0122954
NA,50.2451319,19.0124358
NA,50.2451453,19.0124804
NA,50.2454046,19.0127166
NA,50.2455238,19.0128439
NA,50.2547984,19.0067098
NA,50.2548264,19.0074392
NA,50.2552119,19.0068778
NA,50.2552289,19.0074072
NA,50.2552177,19.0066893
NA,50.2552863,19.0061106
NA,50.2559087,19.0063099
NA,50.2560263,19.007199
NA,50.2560851,19.00713
NA,50.2547559,19.0055959
NA,50.2547615,19.0057098
NA,50.2548983,19.0057651
NA,50.2558654,19.0061079
NA,50.2538932,19.0067318
NA,50.2539209,19.0069143
NA,50.2552182,19.0070748
NA,50.2536658,19.005582
NA,50.2540331,19.0059368
NA,50.2540422,19.0060096
NA,50.2540677,19.0063302
NA,50.2540792,19.0064901
NA,50.2530152,19.005832
NA,50.2531025,19.0066283
NA,50.2536368,19.0055986
NA,50.2536789,19.0064185
NA,50.2537584,19.0069681
NA,50.2538825,19.0066206
NA,50.2539633,19.005469
NA,50.2540817,19.0065627
NA,50.2500498,19.0119812
NA,50.2501344,19.0098236
NA,50.2501375,19.0096569
NA,50.2501383,19.0096093
NA,50.2502358,19.009828
NA,50.250237,19.0097587
NA,50.2503469,19.0098328
NA,50.2503482,19.0097635
NA,50.2503761,19.0098341
NA,50.2509719,19.00986
NA,50.2509732,19.009797
NA,50.2510461,19.0098015
NA,50.2511499,19.0098073
NA,50.2511824,19.009656
NA,50.2517339,19.00624
NA,50.2517463,19.006298
NA,50.251754,19.006308
NA,50.2517606,19.0063171
NA,50.2517667,19.0063226
NA,50.251776,19.0063241
NA,50.2517807,19.005977
NA,50.2517828,19.0063239
NA,50.2517903,19.0063204
NA,50.2517942,19.0060362
NA,50.2517959,19.0063142
NA,50.2518007,19.0063056
NA,50.251802,19.0060319
NA,50.2518046,19.006296
NA,50.2518055,19.0060855
NA,50.251813,19.006082
NA,50.2518181,19.0062893
NA,50.2518198,19.0062968
NA,50.2518234,19.0062948
NA,50.251827,19.0062929
NA,50.2518288,19.0061893
NA,50.2518474,19.0062676
NA,50.2518494,19.0062811
NA,50.2518506,19.0062433
NA,50.2518552,19.0062637
NA,50.2518683,19.0059338
NA,50.2518803,19.0059874
NA,50.2518994,19.0061597
NA,50.2519076,19.0061099
NA,50.2519107,19.0062107
NA,50.2519169,19.0061513
NA,50.2499563,19.0119954
NA,50.2499682,19.0121861
NA,50.250015,19.0121527
NA,50.2500152,19.0121802
NA,50.2500601,19.0121459
NA,50.2451343,19.0189358
NA,50.2445545,19.0186408
NA,50.2446791,19.0187312
NA,50.244925,19.0188417
NA,50.2449887,19.0188704
NA,50.2452023,19.0189692
NA,50.2452328,19.0189796
NA,50.2453501,19.0185819
NA,50.2534912,19.0300849
NA,50.2537369,19.0271821
NA,50.2545778,19.0303422
NA,50.2548138,19.0274272
NA,50.2537859,19.0271925
NA,50.2538082,19.0271973
NA,50.2538292,19.0272018
NA,50.2543417,19.027311
NA,50.254398,19.0273248
NA,50.2544604,19.0303682
NA,50.2544674,19.0303055
NA,50.2546904,19.0289693
NA,50.260917,19.0197255
NA,50.2609584,19.0196272
NA,50.2609683,19.0197748
NA,50.2609715,19.0197695
NA,50.2610072,19.0195523
NA,50.2610456,19.0199346
NA,50.2610705,19.0198773
NA,50.2611421,19.0200355
NA,50.2611468,19.0196917
NA,50.2611569,19.0196679
NA,50.2612554,19.0197728
NA,50.2609198,19.0197282
NA,50.2609199,19.0197199
NA,50.2609223,19.019723
NA,50.2861948,19.0113114
NA,50.2864363,19.0115967
NA,50.2864704,19.0116512
NA,50.2865682,19.0119179
NA,50.2856717,19.0125348
NA,50.2859199,19.0120083
NA,50.2859465,19.0134972
NA,50.2861829,19.0131157
NA,50.2862325,19.0132873
NA,50.2862785,19.0122089
NA,50.2863133,19.0126066
NA,50.2863918,19.0125452
NA,50.2864385,19.012929
NA,50.2575648,19.0335066
NA,50.2576858,19.0335422
NA,50.2580956,19.0336571
NA,50.2581858,19.0336886
NA,50.2583311,19.0337256
NA,50.2583876,19.033734
NA,50.2584848,19.0337455
NA,50.25859,19.033762
NA,50.2586526,19.033772
NA,50.2587326,19.0337848
NA,50.2587758,19.033796
NA,50.2588229,19.0338029
NA,50.2588894,19.0338123
NA,50.2591044,19.0338434
NA,50.2592572,19.033865
NA,50.2593937,19.0338859
NA,50.2595147,19.0339027
NA,50.2574591,19.0341887
NA,50.2575051,19.0338914
NA,50.2575565,19.0335614
NA,50.2575924,19.0342182
NA,50.2576191,19.0342256
NA,50.2577082,19.0342565
NA,50.2577346,19.0342627
NA,50.2578866,19.0342996
NA,50.2579481,19.0343144
NA,50.2579802,19.034322
NA,50.2580561,19.0343403
NA,50.2581068,19.0343499
NA,50.2586377,19.0344354
NA,50.2593257,19.0345037
NA,50.2593576,19.0345058
NA,50.2595735,19.0339129
NA,50.2595808,19.0344345
NA,50.2595808,19.0345153
NA,50.2576906,19.0335435
NA,50.2586169,19.0337663
NA,50.2577089,19.0342505
NA,50.2578866,19.0342991
NA,50.2580827,19.0343459
NA,50.2580887,19.0343469
NA,50.2587558,19.0344526
NA,50.2588103,19.034458
NA,50.2588228,19.0344592
NA,50.2588632,19.0344636
NA,50.2588712,19.0344643
NA,50.2589062,19.0344679
NA,50.2589438,19.034472
NA,50.2589796,19.0344757
NA,50.259017,19.0344796
NA,50.2590528,19.0344829
NA,50.2590911,19.0344859
NA,50.2591263,19.0344885
NA,50.2591611,19.0344914
NA,50.259196,19.034494
NA,50.2592306,19.0344967
NA,50.2592622,19.0344991
NA,50.259294,19.0345017
NA,50.2607115,19.0423419
NA,50.2607291,19.0428692
NA,50.2608271,19.0423319
NA,50.2608445,19.0428594
NA,50.2691119,19.0395081
NA,50.2691392,19.0392729
NA,50.2691824,19.0397246
NA,50.2692025,19.0397963
NA,50.2692945,19.0401241
NA,50.2681581,19.0395236
NA,50.2683591,19.0400055
NA,50.2686218,19.0408817
NA,50.2688928,19.0387029
NA,50.2685686,19.040705
NA,50.2688796,19.0406914
NA,50.2689602,19.040626
NA,50.2690759,19.0393593
NA,50.269301,19.040344
NA,50.2693074,19.0403606
NA,50.2693425,19.0403075
NA,50.2691217,19.0392325
NA,50.2691141,19.0392149
NA,50.2458262,19.0779832
NA,50.245595,19.0797667
NA,50.2468928,19.0801793
NA,50.2471282,19.0783959
NA,50.2469937,19.0794658
NA,50.2473598,19.0803407
NA,50.2474607,19.0796272
NA,50.2466209,19.0800929
NA,50.2471905,19.0795338
NA,50.2714563,19.0839169
NA,50.2715125,19.0837568
NA,50.2716035,19.0840419
NA,50.271656,19.0838829
NA,50.2716644,19.0838575
NA,50.2716829,19.0838729
NA,50.2717742,19.0839802
NA,50.2717821,19.0839582
NA,50.2902695,19.079048
NA,50.2903338,19.0788704
NA,50.2899949,19.0785695
NA,50.2899305,19.0787471
NA,50.2904852,19.0789632
NA,50.2902466,19.0799904
NA,50.2903637,19.0800185
NA,50.2902722,19.0795979
NA,50.2902927,19.0794191
NA,50.2902927,19.0796048
NA,50.2903103,19.0794259
NA,50.2903132,19.0790688
NA,50.2903447,19.0790799
NA,50.2903885,19.0789335
NA,50.2904011,19.079724
NA,50.2904187,19.0797172
NA,50.2904363,19.0793892
NA,50.2904524,19.0793892
NA,50.304024,19.0053434
NA,50.3042506,19.005329
NA,50.3040321,19.0056547
NA,50.3042586,19.0056403
NA,50.30525,19.0290086
NA,50.3046266,19.0291267
NA,50.3051656,19.0301164
NA,50.3045578,19.0288435
NA,50.3051211,19.0285062
NA,50.3044833,19.0301907
NA,50.3044548,19.0292241
NA,50.3044703,19.0293304
NA,50.3044903,19.0295545
NA,50.3045003,19.029783
NA,50.3049094,19.0302792
NA,50.3050711,19.0303128
NA,50.3050736,19.0302807
NA,50.3050871,19.0301023
NA,50.3047376,19.0318385
NA,50.3047391,19.0320106
NA,50.3048477,19.0318362
NA,50.3048492,19.0320083
NA,50.3057587,19.0709086
NA,50.3057592,19.0705695
NA,50.3058525,19.070909
NA,50.3058639,19.070909
NA,50.3058649,19.0705713
NA,50.3057585,19.0710638
NA,50.3058523,19.0710724
NA,50.3154644,19.0625997
NA,50.3155125,19.0626376
NA,50.3155664,19.0623125
NA,50.3156135,19.0623535
NA,50.3216108,19.0708975
NA,50.3217034,19.070487
NA,50.3107244,19.0770725
NA,50.3107332,19.0768947
NA,50.3108345,19.0770859
NA,50.3108434,19.076908
NA,50.3219651,19.0706362
NA,50.3218701,19.0710433
NA,50.2161426,19.1575789
NA,50.2161448,19.1574504
NA,50.2162141,19.1575818
NA,50.216216,19.1574662
NA,50.2162162,19.1574534
NA,50.2395353,19.1379251
NA,50.2395484,19.137303
NA,50.2395661,19.1380022
NA,50.2396885,19.1371749
NA,50.2397207,19.1377479
NA,50.2397486,19.1378451
NA,50.2397664,19.1378906
NA,50.2399332,19.1377411
NA,50.2469049,19.0886787
NA,50.2469146,19.0887012
NA,50.246917,19.0886969
NA,50.2469459,19.088748
NA,50.2469688,19.0887823
NA,50.2469988,19.088827
NA,50.2470019,19.0888223
NA,50.2470132,19.0888394
NA,50.2471566,19.0882671
NA,50.2471679,19.0882841
NA,50.2471716,19.0882892
NA,50.2472077,19.0882289
NA,50.2472185,19.0882481
NA,50.2472288,19.0884876
NA,50.2472505,19.0884067
NA,50.2472541,19.0884119
NA,50.2472652,19.0884287
NA,50.247284,19.0883455
NA,50.2472868,19.0883464
NA,50.2661245,19.0919562
NA,50.266624,19.0921091
NA,50.2658753,19.0922414
NA,50.2678355,19.0928538
NA,50.2659393,19.0918403
NA,50.2673609,19.0925343
NA,50.2661266,19.091935
NA,50.2663329,19.0920157
NA,50.2665273,19.0920716
NA,50.2665571,19.0931034
NA,50.2666018,19.0929237
NA,50.2666567,19.0925866
NA,50.2667458,19.0921861
NA,50.2674719,19.0936568
NA,50.2677443,19.0937379
NA,50.2677708,19.0935121
NA,50.2465782,19.133233
NA,50.2466998,19.133066
NA,50.2467594,19.1329889
NA,50.2467609,19.1331361
NA,50.2467852,19.1330292
NA,50.2469451,19.1330809
NA,50.247016,19.1326964
NA,50.2470289,19.1330242
NA,50.2471086,19.1330874
NA,50.2471111,19.1329523
NA,50.2471805,19.1331135
NA,50.2467521,19.1331205
NA,50.2468005,19.1330528
NA,50.2467548,19.1329812
NA,50.2467975,19.1330858
NA,50.2470382,19.1330402
NA,50.2471526,19.1327981
NA,50.2465034,19.1331089
NA,50.2466857,19.1328603
NA,50.2468363,19.1328619
NA,50.2468681,19.1329122
NA,50.2471378,19.132895
NA,50.2468973,19.1324945
NA,50.2469737,19.1331305
NA,50.2469767,19.1330365
NA,50.2470767,19.1328964
NA,50.2472141,19.1331255
NA,50.2467399,19.133137
NA,50.2467883,19.1330695
NA,50.2468651,19.1329068
NA,50.2471208,19.1328886
NA,50.247128,19.1329594
NA,50.2472561,19.1328398
NA,50.2467466,19.1327056
NA,50.2470961,19.1329299
NA,50.2715329,19.0842448
NA,50.2716349,19.0843322
NA,50.2717052,19.0841289
NA,50.2720601,19.0844254
NA,50.2720834,19.0843566
NA,50.2720975,19.0843148
NA,50.2721153,19.0842621
NA,50.2771928,19.1210676
NA,50.2772964,19.1211674
NA,50.2774335,19.1204618
NA,50.2774493,19.1207332
NA,50.2774603,19.1207469
NA,50.2774692,19.120687
NA,50.2775503,19.120763
NA,50.2776023,19.120622
NA,50.2722765,19.1260134
NA,50.2724086,19.1259304
NA,50.2723982,19.1260886
NA,50.2724015,19.1260457
NA,50.2724959,19.1261315
NA,50.2725379,19.1259464
NA,50.2701939,19.12829
NA,50.2703215,19.127889
NA,50.270327,19.1278368
NA,50.2703287,19.1282119
NA,50.2703365,19.1279017
NA,50.2703533,19.1278566
NA,50.2703749,19.1276966
NA,50.2704134,19.1279407
NA,50.2704952,19.1283401
NA,50.2705354,19.1285798
NA,50.2705424,19.1288024
NA,50.270564,19.1284938
NA,50.2705839,19.1280706
NA,50.2705793,19.1284457
NA,50.2706217,19.128538
NA,50.2706369,19.1284898
NA,50.270653,19.1284421
NA,50.2706404,19.1286894
NA,50.270679,19.1281148
NA,50.27066,19.1282145
NA,50.2706593,19.1286268
NA,50.2707276,19.1279587
NA,50.2707434,19.1281638
NA,50.2707487,19.1289552
NA,50.2707826,19.1280343
NA,50.2707928,19.1288079
NA,50.2707996,19.1283074
NA,50.2708159,19.1282628
NA,50.2708819,19.1284221
NA,50.2709116,19.1283271
NA,50.2709351,19.128463
NA,50.2709456,19.1288422
NA,50.2709655,19.1283659
NA,50.2709945,19.1286996
NA,50.2712291,19.1286414
NA,50.2712526,19.1285979
NA,50.2713069,19.1286935
NA,50.2713807,19.1284943
NA,50.2701281,19.1281995
NA,50.2701615,19.1280873
NA,50.2701919,19.1282463
NA,50.2701967,19.1282293
NA,50.2702103,19.1282392
NA,50.2702402,19.1281449
NA,50.2703763,19.12846
NA,50.270386,19.1284299
NA,50.2722791,19.1259357
NA,50.2723021,19.1260276
NA,50.272303,19.1260165
NA,50.2723091,19.1259351
NA,50.2724069,19.1259524
NA,50.2700014,19.1314699
NA,50.2701231,19.1328466
NA,50.2701901,19.1314776
NA,50.2702371,19.1320526
NA,50.270258,19.1321911
NA,50.2703054,19.132771
NA,50.2706317,19.1313875
NA,50.2706794,19.1319711
NA,50.2706898,19.132105
NA,50.270737,19.1326823
NA,50.2707619,19.1313614
NA,50.2708678,19.1326561
NA,50.2700127,19.1316077
NA,50.2700549,19.1314592
NA,50.2700571,19.1315988
NA,50.2700585,19.1315039
NA,50.2701106,19.1326946
NA,50.2701475,19.1326872
NA,50.2701711,19.1327979
NA,50.2701742,19.1328363
NA,50.2702881,19.1319663
NA,50.2702942,19.1320412
NA,50.2703024,19.1321822
NA,50.2703052,19.1322165
NA,50.270618,19.1319002
NA,50.2706247,19.131982
NA,50.2706306,19.1321168
NA,50.2706334,19.1321508
NA,50.2700725,19.1317874
NA,50.2700811,19.1317857
NA,50.2700851,19.1319331
NA,50.270093,19.1319316
NA,50.2701209,19.1323706
NA,50.2701318,19.1323684
NA,50.2701338,19.1325196
NA,50.270144,19.1325175
NA,50.2703499,19.1322075
NA,50.2705825,19.132161
NA,50.2797494,19.1325551
NA,50.2798494,19.1330219
NA,50.2799308,19.132651
NA,50.2799726,19.1323931
NA,50.2799795,19.1324286
NA,50.2800145,19.1329609
NA,50.2800685,19.1323403
NA,50.2802278,19.1326244
NA,50.2799164,19.132684
NA,50.2799257,19.1327229
NA,50.2799369,19.1326729
NA,50.2799498,19.1329694
NA,50.2799557,19.1329933
NA,50.2799577,19.1327071
NA,50.280079,19.1323885
NA,50.2801068,19.1323729
NA,50.2801156,19.1325527
NA,50.2801329,19.1326183
NA,50.2801486,19.132643
NA,50.2801537,19.1325832
NA,50.2801656,19.1326623
NA,50.2801729,19.1326052
NA,50.2801862,19.1326727
NA,50.2801985,19.1326268
NA,50.2802046,19.1326749
NA,50.2802143,19.1326271
NA,50.2802236,19.1326728
NA,50.2802377,19.132667
NA,50.2896288,19.1152304
NA,50.2897831,19.1147634
NA,50.2898195,19.1149447
NA,50.2898853,19.1152828
NA,50.2899232,19.115464
NA,50.2899603,19.1150591
NA,50.2900772,19.1149991
NA,50.2897456,19.1151722
NA,50.2936436,19.1212836
NA,50.2936809,19.1211509
NA,50.2937682,19.1213699
NA,50.2938066,19.1212377
NA,50.2909379,19.1342316
NA,50.2909965,19.1342726
NA,50.2910009,19.1342592
NA,50.2910107,19.1339822
NA,50.2910548,19.1343198
NA,50.2910747,19.1342816
NA,50.29118,19.1344101
NA,50.2911927,19.1343654
NA,50.2912583,19.1344368
NA,50.2912701,19.1341922
NA,50.291282,19.1341503
NA,50.2913181,19.1342255
NA,50.2910149,19.134294
NA,50.2910208,19.1342738
NA,50.2910611,19.1343264
NA,50.2910641,19.1340377
NA,50.2910672,19.1340264
NA,50.2910853,19.1340535
NA,50.2910962,19.1340183
NA,50.291226,19.1344437
NA,50.2912328,19.1344194
NA,50.2457486,19.1622384
NA,50.2458113,19.1623403
NA,50.2458212,19.1620033
NA,50.2458245,19.1622952
NA,50.2458371,19.1620134
NA,50.2458769,19.1619633
NA,50.2459201,19.1619707
NA,50.245929,19.1619489
NA,50.2459347,19.1624322
NA,50.2459369,19.1622379
NA,50.2459469,19.1622823
NA,50.2459519,19.161966
NA,50.2459545,19.1622539
NA,50.245962,19.161941
NA,50.2459739,19.1623051
NA,50.246015,19.1619822
NA,50.2656788,19.1657091
NA,50.2656827,19.1658066
NA,50.2656938,19.1656353
NA,50.2656967,19.1657074
NA,50.2657001,19.1658049
NA,50.2657032,19.1658827
NA,50.2657593,19.1656289
NA,50.26576,19.1656458
NA,50.2657767,19.1658514
NA,50.2657776,19.1658754
NA,50.2658734,19.1656347
NA,50.2658816,19.1658412
NA,50.2936586,19.1643853
NA,50.2935769,19.1640898
NA,50.2935449,19.1643513
NA,50.2936906,19.1641239
NA,50.2936635,19.1643451
NA,50.3005561,19.0897293
NA,50.3005639,19.0894563
NA,50.3006904,19.0897406
NA,50.3006998,19.089465
NA,50.3045349,19.0956132
NA,50.3045392,19.0954459
NA,50.3047063,19.0954538
NA,50.3047607,19.0954571
NA,50.3048635,19.0956347
NA,50.3048682,19.0954626
NA,50.3034207,19.1224917
NA,50.3034361,19.1227249
NA,50.3034741,19.1228784
NA,50.3037995,19.122666
NA,50.3036491,19.1228501
NA,50.3045714,19.1223051
NA,50.3033524,19.1233845
NA,50.3036856,19.123402
NA,50.3038465,19.1233759
NA,50.3039659,19.1225833
NA,50.3039792,19.1227965
NA,50.3039845,19.1228405
NA,50.3040201,19.1233551
NA,50.3040494,19.1229978
NA,50.3040599,19.1227815
NA,50.3040808,19.1229847
NA,50.3041332,19.1225685
NA,50.3041828,19.1233337
NA,50.3042998,19.1225336
NA,50.3043509,19.1233056
NA,50.3044688,19.1225062
NA,50.3045198,19.1232771
NA,50.3046173,19.1229978
NA,50.3046371,19.1232566
NA,50.3046437,19.1229935
NA,50.3046608,19.1232528
NA,50.2962403,19.1315574
NA,50.296043,19.1313752
NA,50.2962563,19.1314697
NA,50.2960271,19.1314628
NA,50.2981653,19.1349783
NA,50.2982072,19.1347923
NA,50.2984398,19.1351264
NA,50.2984811,19.134937
NA,50.3034079,19.1244659
NA,50.3034282,19.1247304
NA,50.3034444,19.1249818
NA,50.303462,19.1252475
NA,50.3035375,19.1247127
NA,50.303579,19.1244382
NA,50.3035542,19.124964
NA,50.3040287,19.1235399
NA,50.3040486,19.1238398
NA,50.3040454,19.1240992
NA,50.3040734,19.1251484
NA,50.3040837,19.1253039
NA,50.3041482,19.1253173
NA,50.3044734,19.1237361
NA,50.3044922,19.1240203
NA,50.304649,19.1234356
NA,50.3031573,19.1234162
NA,50.303178,19.1237505
NA,50.3033589,19.1234816
NA,50.3033667,19.1236132
NA,50.3033737,19.1237187
NA,50.3035124,19.1234567
NA,50.3035227,19.1235879
NA,50.3031005,19.1235493
NA,50.3031071,19.1236481
NA,50.3031195,19.1235054
NA,50.3031222,19.1235458
NA,50.3031298,19.1236444
NA,50.3031321,19.1236791
NA,50.3031376,19.1234534
NA,50.3031408,19.1235019
NA,50.3031485,19.1236764
NA,50.3031511,19.1237163
