name,lat,lon
NA,50.3031595,19.1234498
NA,50.3031754,19.1237123
NA,50.3033917,19.1245525
NA,50.3033981,19.1246486
NA,50.3034134,19.124549
NA,50.3034225,19.1246447
NA,50.3034854,19.1239517
NA,50.30349,19.1240227
NA,50.3034973,19.1239288
NA,50.3034994,19.1240366
NA,50.3035103,19.123917
NA,50.3035139,19.1240435
NA,50.3035245,19.1239141
NA,50.3035247,19.1239216
NA,50.3035292,19.1240423
NA,50.3035299,19.1240334
NA,50.3035432,19.1239193
NA,50.3035509,19.1240307
NA,50.3036906,19.1235955
NA,50.3037394,19.124415
NA,50.3037681,19.1246746
NA,50.3037874,19.1249384
NA,50.3038578,19.1235711
NA,50.3039066,19.1243906
NA,50.3039305,19.1246456
NA,50.3039497,19.1249094
NA,50.3040627,19.1243604
NA,50.304065,19.1240467
NA,50.3040682,19.1240955
NA,50.3040717,19.1237899
NA,50.3040747,19.1238356
NA,50.3040847,19.1243569
NA,50.3040882,19.1240429
NA,50.3040914,19.1240914
NA,50.3041093,19.1252998
NA,50.3041109,19.1253234
NA,50.3042396,19.1237627
NA,50.3042424,19.1238054
NA,50.3042556,19.1240274
NA,50.304258,19.1240644
NA,50.3043686,19.1234848
NA,50.3043917,19.1237493
NA,50.3043938,19.1237809
NA,50.3044101,19.1240024
NA,50.3044121,19.1240332
NA,50.3195484,19.1162467
NA,50.3195636,19.1162019
NA,50.3195697,19.1163346
NA,50.3195706,19.1162336
NA,50.3195874,19.1161581
NA,50.3195932,19.1161836
NA,50.3195944,19.1163217
NA,50.3196132,19.1163982
NA,50.3197063,19.1160901
NA,50.3197593,19.116314
NA,50.3198416,19.1163277
NA,50.3198454,19.1164378
NA,50.3199076,19.1163237
NA,50.3199118,19.1164338
NA,50.3132361,19.1361974
NA,50.3132391,19.1362122
NA,50.3132479,19.1361919
NA,50.3132518,19.1362122
NA,50.313271,19.1363718
NA,50.3132754,19.1363941
NA,50.3132822,19.1364245
NA,50.3133274,19.1363801
NA,50.3133315,19.1364004
NA,50.3134032,19.1361416
NA,50.3134062,19.1361148
NA,50.3134314,19.1361013
NA,50.3134384,19.1363174
NA,50.3134404,19.1363323
NA,50.3134452,19.136104
NA,50.313481,19.136299
NA,50.3159491,19.1311417
NA,50.3160211,19.1310058
NA,50.3162085,19.1314819
NA,50.3162809,19.1313426
NA,50.3183425,19.132408
NA,50.3183886,19.1323784
NA,50.3184065,19.1323668
NA,50.3184252,19.1327217
NA,50.3184891,19.1326807
NA,50.3203026,19.1308766
NA,50.3203199,19.1309507
NA,50.32036,19.1308439
NA,50.3203774,19.1309181
NA,50.3197425,19.1387074
NA,50.319773,19.1388975
NA,50.319841,19.138322
NA,50.3198694,19.1385011
NA,50.3198921,19.1383001
NA,50.319895,19.1383154
NA,50.319911,19.1384841
NA,50.3199337,19.138634
NA,50.3199659,19.1384654
NA,50.3199892,19.138614
NA,50.3200923,19.1385741
NA,50.320123,19.1387625
NA,50.3201239,19.1382217
NA,50.3201474,19.1383876
NA,50.3214693,19.1572271
NA,50.3215194,19.1572637
NA,50.3215635,19.1572314
NA,50.3215702,19.1568963
NA,50.3215964,19.1572558
NA,50.3216199,19.1569331
NA,50.3216319,19.1570074
NA,50.3216639,19.1570337
NA,50.3216473,19.1570201
NA,50.2973483,19.1823479
NA,50.2974069,19.1817817
NA,50.2974521,19.1816206
NA,50.2974959,19.1818419
NA,50.2975964,19.1810999
NA,50.2976396,19.1809467
NA,50.2977609,19.1818296
NA,50.297798,19.1820476
NA,50.2978057,19.1820536
NA,50.2978078,19.1818607
NA,50.297819,19.1808225
NA,50.2978347,19.1806858
NA,50.2978465,19.1807241
NA,50.2978529,19.1818926
NA,50.297876,19.1808618
NA,50.297891,19.1811183
NA,50.2978955,19.1804722
NA,50.2979017,19.1810666
NA,50.2979046,19.1810726
NA,50.2979071,19.1813111
NA,50.2979202,19.1807743
NA,50.2979289,19.180749
NA,50.2979423,19.1808245
NA,50.297952,19.1813421
NA,50.2979585,19.1807685
NA,50.2979773,19.1803948
NA,50.2979792,19.1807832
NA,50.2979979,19.1811895
NA,50.2980789,19.1805969
NA,50.2980834,19.1808516
NA,50.2980868,19.1800052
NA,50.2980889,19.1808585
NA,50.2980952,19.1808114
NA,50.2981101,19.1804848
NA,50.298136,19.1806364
NA,50.2981674,19.1805261
NA,50.2982042,19.1805512
NA,50.2983097,19.1815847
NA,50.2983138,19.1801599
NA,50.2983249,19.1812271
NA,50.2983528,19.1814313
NA,50.2983853,19.1810079
NA,50.2984288,19.1812953
NA,50.2985365,19.1809099
NA,50.2977005,19.1823962
NA,50.2977745,19.1826392
NA,50.2978197,19.1824764
NA,50.3152072,19.167605
NA,50.3152843,19.1677868
NA,50.3153622,19.1677058
NA,50.3155097,19.1672906
NA,50.3155867,19.1674724
NA,50.3206137,19.1770722
NA,50.3195145,19.1769076
NA,50.3197449,19.1764566
NA,50.321052,19.1765644
NA,50.3205927,19.1773449
NA,50.319785,19.1771224
NA,50.3194816,19.1770744
NA,50.3197012,19.1766762
NA,50.3206585,19.176782
NA,50.3206633,19.1767181
NA,50.3203621,19.1764506
NA,50.3198315,19.1768864
NA,50.3206285,19.17675
NA,50.3210577,19.1774323
NA,50.3195976,19.1771026
NA,50.3199586,19.1768018
NA,50.3206266,19.1767762
NA,50.320643,19.1769893
NA,50.3206545,19.1760818
NA,50.319467,19.1774744
NA,50.3195758,19.1772133
NA,50.320611,19.1769834
NA,50.3211103,19.1770751
NA,50.3196203,19.1776311
NA,50.3207431,19.1770078
NA,50.3201869,19.1780965
NA,50.319877,19.1771671
NA,50.3197291,19.17737
NA,50.3207364,19.1770952
NA,50.3201935,19.1779309
NA,50.3198329,19.177306
NA,50.3210787,19.1771595
NA,50.3201083,19.1780933
NA,50.320076,19.1766438
NA,50.319969,19.1773448
NA,50.3210801,19.1761606
NA,50.3200257,19.1778928
NA,50.3202076,19.1767095
NA,50.3211306,19.1768039
NA,50.320673,19.1769946
NA,50.3200252,19.1771921
NA,50.3201928,19.1769066
NA,50.3206663,19.177082
NA,50.3200566,19.177034
NA,50.3196568,19.1768021
NA,50.3197561,19.1772689
NA,50.3201334,19.1770697
NA,50.3196166,19.1770063
NA,50.3195084,19.1770873
NA,50.3195392,19.1769195
NA,50.3199237,19.1782639
NA,50.3194831,19.1786783
NA,50.3193954,19.1782153
NA,50.3202408,19.1786
NA,50.3198255,19.1783608
NA,50.3194848,19.1787644
NA,50.3198028,19.1786565
NA,50.319687,19.1780164
NA,50.3201351,19.1786049
NA,50.3196025,19.1787586
NA,50.3196639,19.1786622
NA,50.3201277,19.178217
NA,50.3200058,19.1785334
NA,50.3196669,19.1788457
NA,50.3200131,19.178881
NA,50.3202335,19.1782121
NA,50.3198058,19.1788401
NA,50.3196547,19.178205
NA,50.3199042,19.1788866
NA,50.3196583,19.1784315
NA,50.3198969,19.1785391
NA,50.3197852,19.1779195
NA,50.3196008,19.1786726
NA,50.319399,19.1784419
NA,50.31943,19.1764498
NA,50.3193346,19.1790817
NA,50.3194075,19.1767987
NA,50.3197066,19.1765681
NA,50.3197981,19.1760978
NA,50.3199349,19.1762781
NA,50.3202991,19.1790083
NA,50.3200015,19.1763535
NA,50.3200948,19.1764205
NA,50.3201319,19.1766717
NA,50.3202024,19.1763941
NA,50.3203177,19.176319
NA,50.3203346,19.1789388
NA,50.3203029,19.1789413
NA,50.3205806,19.1760636
NA,50.3212115,19.1788459
NA,50.3212452,19.1761807
NA,50.3212361,19.1787769
NA,50.3191101,19.1790143
NA,50.3191559,19.1790875
NA,50.3191229,19.1790516
NA,50.3192809,19.1773933
NA,50.3193144,19.1776305
NA,50.3193692,19.1768269
NA,50.3193707,19.1774703
NA,50.3193903,19.1766949
NA,50.3194013,19.1768442
NA,50.3194205,19.1767107
NA,50.3195539,19.1770814
NA,50.3195488,19.1771069
NA,50.3195817,19.1769401
NA,50.3195728,19.1769851
NA,50.3197241,19.1765613
NA,50.3198544,19.177425
NA,50.3199008,19.1770923
NA,50.3200225,19.1769125
NA,50.3200407,19.1775321
NA,50.3200455,19.1763956
NA,50.3200526,19.177521
NA,50.3200806,19.1766204
NA,50.3200756,19.1769384
NA,50.3200955,19.1776748
NA,50.3201072,19.1776638
NA,50.3201649,19.1768972
NA,50.3202103,19.1766732
NA,50.3206096,19.1771246
NA,50.32112,19.1769455
NA,50.3212063,19.1767267
NA,50.3212097,19.1769482
NA,50.3195196,19.1764875
NA,50.3196534,19.1765436
Polsko-Amerykanska Klinika Serca,50.3208719,19.1768348
NA,50.3203727,19.1763285
NA,50.3204219,19.1763349
NA,50.3208762,19.1767572
NA,50.3193477,19.1774289
NA,50.3193477,19.1775822
NA,50.3193064,19.1777438
NA,50.3205743,19.1782552
NA,50.3205802,19.1784387
NA,50.3205862,19.1775999
NA,50.320587,19.1782558
NA,50.3205932,19.1784369
NA,50.3205889,19.1786733
NA,50.3206926,19.1782605
NA,50.3206983,19.178428
NA,50.320707,19.1786625
NA,50.3207385,19.1776067
NA,50.3207266,19.178262
NA,50.320767,19.1782638
NA,50.3207733,19.1784212
NA,50.3208365,19.1784154
NA,50.3208452,19.17865
NA,50.3209143,19.1784083
NA,50.320923,19.1786429
NA,50.3209521,19.1782721
NA,50.3209576,19.1784044
NA,50.3210177,19.178275
NA,50.3210296,19.1776197
NA,50.3210289,19.1783979
NA,50.3210376,19.1786325
NA,50.321101,19.1783914
NA,50.3211097,19.1786259
NA,50.3208739,19.1771211
NA,50.3208806,19.1770329
NA,50.3209511,19.177046
NA,50.3209444,19.1771342
NA,50.321062,19.1773766
NA,50.321071,19.1772591
