"names","lat","lon"
"Kosztowy Kosztowska n/ż",50.177819,19.1645532
"Mysłowice Dworzec PKP",50.2378659,19.1406704
"Piaski Skrzyżowanie",50.3023534,19.0976553
"Piaski Skrzyżowanie",50.3032588,19.0970894
"Sielec Droga do Środuli n/ż",50.2885495,19.1583517
"Sielec Jaskółek n/ż",50.2834909,19.1550659
"Sielec Kombajnistów",50.2786858,19.1502372
"Sielec Wawel",50.28011,19.140985
"Sielec Wawel",50.2801871,19.1410461
"Sosnowiec Rondo Ludwik",50.2725718,19.1464338
"Sosnowiec Urząd Miasta",50.2778673,19.1346686
"Zagórze Pekin n/ż",50.2868807,19.1703157
"Zagórze Pekin",50.2855922,19.1760956
"Koszutka Słoneczna",50.2739772,19.0239944
"Michałkowice Bank",50.3242848,19.0031937
"Michałkowice Urząd Miasta",50.3179075,19.0108253
"Osiedle Tuwima Grabowa",50.293745,19.0195926
"Osiedle Tuwima Lipowa",50.2951693,19.0235582
"Siemianowice Nowy Świat",50.309205,19.0176278
"Siemianowice Łącząca",50.312584,19.0121784
"Czeladź Osiedle Borowa",50.3095821,19.0773398
"Dąbrówka Mała Pod Młynem",50.2793248,19.0685676
"Dąbrówka Mała Spółdzielnia",50.281418,19.0653709
"Dąbrówka Mała Żwirowa",50.2855828,19.0602432
"Siemianowice Mysłowicka",50.2891979,19.0537702
"Siemianowice Powstańców",50.2982244,19.041447
"Siemianowice Pszczelnicza",50.2996152,19.0379996
"Siemianowice Rynek",50.3046146,19.0272917
"Sosnowiec Sienkiewicza",50.2738517,19.1313745
"Czeladź Legionów",50.3151756,19.0643805
"Czeladź Osiedle Musiała",50.3071755,19.0672885
"Czeladź Saturn",50.3088839,19.0632149
"Będzin Szyb Ostatek n/ż",50.3070636,19.1439597
"Józefów Komuny Paryskiej n/ż",50.3078258,19.1744964
"Józefów Makro",50.3088458,19.176694
"Józefów Sokolska n/ż",50.3081437,19.1769134
"Konstantynów Fabryczna",50.2910758,19.1477719
"Konstantynów Okrzei",50.2946132,19.1454406
"Sielec Narutowicza",50.2778202,19.1476432
"Sielec Szkolna",50.2820928,19.147937
"Sielec Szkolna",50.2808312,19.1481244
"Środula Estakada n/ż",50.2984395,19.144822
"Środula Izba Wytrzeźwień n/ż",50.3023715,19.1453119
"Bobrek Bronowa",50.2525085,19.1782888
"Dańdówka Dworzec PKP",50.2660129,19.17611
"Dańdówka Osiedle Kalinowa Kościół",50.2638582,19.1819368
"Dańdówka Traugutta",50.2640789,19.1870642
"Dębowa Góra Niwecka",50.2661198,19.1520633
"Dębowa Góra Zakopiańska",50.2712824,19.1575803
"Larysz",50.1988836,19.1274056
"Morgi Kościół",50.2048517,19.1227399
"Morgi Sienkiewicza",50.2083139,19.118708
"Morgi Szkoła",50.2104606,19.1313415
"Mysłowice Tesco",50.2361651,19.1281094
"Sosnowiec Osiedle Wanda",50.27264,19.1527403
"Sosnowiec Rondo Ludwik",50.2735,19.1453119
"Sosnowiec Rondo Ludwik",50.2738685,19.1464452
"Wesoła Kopalnia",50.1817232,19.0954362
"Wesoła Mostek",50.1966554,19.1127539
"Wesoła Piastów Śląskich",50.1851063,19.1033849
"Wesoła Piastów Śląskich",50.1849729,19.1034079
"Wesoła Rynek",50.1893121,19.103379
"Ćmok Obrzeżna Zachodnia",50.2259041,19.1245091
"Ćmok Obrzeżna Zachodnia",50.2261196,19.1241453
"Ćmok Rondo (Mikołowska) n/ż",50.2343272,19.1236539
"Ćmok Tysiąclecia",50.2330919,19.1176663
"Ćmok Tysiąclecia",50.2330632,19.1175419
"Rudna Stawowa",50.2972677,19.1154938
"Sielec Park",50.2840529,19.1391519
"Sielec Park",50.284148,19.1388928
"Zagórze Gwiezdna",50.2837592,19.1842024
"Zagórze Gwiezdna",50.2836777,19.1852974
"Zagórze Pekin",50.2849432,19.1789546
"Osiedle Naftowa Akacjowa",50.2721212,19.1200565
"Osiedle Naftowa",50.268611,19.1244142
"Osiedle Naftowa Pętla",50.2659248,19.128658
"Sosnowiec Teatralna",50.2733403,19.1254914
"Warpie 1 Maja",50.320444,19.1491486
"Warpie Osiedle",50.3190931,19.1511057
"Zagórze Długosza",50.3060041,19.1828145
"Zagórze Mec",50.2960399,19.1854922
"Zagórze Technikum",50.3015823,19.1870326
"Środula Wapienna",50.2997078,19.1472402
"Brzezinka Fabryczna",50.1982887,19.1501364
"Brzezinka Laryska",50.2027438,19.1480517
"Brzezinka Pętla",50.1953326,19.1509928
"Koszutka Morcinka",50.2681149,19.0211856
"Ligota Wileńska",50.225221,18.9650171
"Ligota Ośrodek Zdrowia",50.2297582,18.9710098
"Ligota Ośrodek Zdrowia",50.2301331,18.9714479
"Stara Ligota Załęska",50.2346037,18.9774578
"Stara Ligota Stroma",50.2400192,18.9806457
"Stara Ligota Stroma",50.2406475,18.9810176
"Katowice Sokolska",50.2635041,19.0172726
"Katowice Andrzeja Dworzec",50.2565661,19.014831
"Katowice Kopernika Dworzec",50.2549616,19.014222
"Katowice Andrzeja Dworzec",50.2562051,19.0159973
"Katowice Jagiellońska",50.2540986,19.0238236
"Katowice Szkolna",50.2586792,19.0269613
"Ligota Bronisławy",50.2203292,18.9599891
"Ligota Dom Kultury n/ż",50.2278395,18.9743784
"Ligota Franciszkańska",50.2279378,18.9704742
"Ligota Stalowa",50.223689,18.9839044
"Ligota Wileńska",50.2233442,18.9643873
"Osiedle Tysiąclecia Piastów",50.2727182,18.9824049
"Osiedle Tysiąclecia Piastów",50.2736161,18.9810728
"Osiedle Tysiąclecia ZOO",50.2761029,18.9824376
"Osiedle Tysiąclecia Zawiszy Czarnego",50.2768078,18.9763848
"Park Śląski Ogród Zoologiczny",50.2761979,18.9853785
"Kochłowice Szkoła",50.2517174,18.9113442
"Katowice Aleja Korfantego",50.2615024,19.0224229
"Katowice Aleja Korfantego",50.2622719,19.022967
"Dąb Huta Baildon",50.2677079,19.0102041
"Dąb Huta Baildon",50.2674693,19.0093413
"Chorzów Estakada",50.2965461,18.9551607
"Chorzów Chopina",50.2954326,18.9560366
"Katowice Chorzowska",50.2654487,19.0178914
"Ćmok Rondo (Mikołowska) n/ż",50.2343906,19.1238106
"Kostuchna Fińskie Domki",50.1966575,18.9789399
"Zgoda Ceramiczna n/ż",50.2760019,18.9036534
"Kostuchna Szkoła",50.1934986,18.990899
"Kostuchna Szkoła",50.1935539,18.9904834
"Giszowiec Górniczego Stanu",50.218143,19.060337
"Zarzecze Węgorzy",50.1825466,18.9447682
"Zarzecze Węgorzy",50.1825551,18.9450634
"Zarzecze Kościół",50.1843432,18.9521546
"Zarzecze Kościół",50.184276,18.9519324
"Podlesie Kaczeńców",50.1907847,18.965649
"Murcki Kołodzieja",50.1934514,19.0379967
"Giszowiec Górniczego Stanu",50.2170351,19.0598974
"Chorzów Liceum Katolickie",50.2974015,18.9638338
"Sosnowiec Ostrogórska",50.2710438,19.1347387
"Sosnowiec Ostrogórska",50.2724249,19.1344853
"Warpie Wilcza n/ż",50.3195598,19.1437626
"Sosnowiec Jęzor Centrum Handlowe",50.2277592,19.1734485
"Sosnowiec Jęzor Centrum Handlowe",50.22784,19.1724175
"Bykowina Tesco",50.2652328,18.9005809
"Kochłowice Szkoła",50.251209,18.9127386
"Bykowina Korfantego",50.2660297,18.8982848
"Bykowina Korfantego",50.2659476,18.8989649
"Kochłowice Szyb Radoszowy",50.2513724,18.9291705
"Kochłowice Kalinowa",50.2499972,18.9198596
"Kochłowice Kalinowa",50.2496485,18.9181039
"Kochłowice Kopalnia Śląsk",50.2466583,18.9247213
"Obroki Droga do MPGK",50.2676278,18.9611068
"Obroki Elkop",50.2671274,18.9552177
"Obroki Hale Targowe",50.2682784,18.9595039
"Obroki MPGK",50.2653175,18.9608776
"Osiedle Tysiąclecia Ośrodek Rehabilitacji",50.2839411,18.9714502
"Osiedle Tysiąclecia Ułańska",50.2856216,18.9669343
"Osiedle Tysiąclecia Pętla",50.2827525,18.9638095
"Osiedle Tysiąclecia Oczyszczalnia",50.2802108,18.9667095
"Osiedle Tysiąclecia Chrobrego",50.2786897,18.9712334
"Osiedle Tysiąclecia Pawilon",50.279758,18.9730157
"Chorzów Stary Szyb Prezydent",50.2977523,18.9687149
"Brynów Pętla",50.2271746,18.9953487
"Obroki Hale Targowe",50.2680541,18.9586927
"Zagórze Pętla",50.2949045,19.1791702
"Zgoda Cmentarz",50.2777992,18.9230686
"Chorzów Szkoła 13",50.2968438,18.941393
"Łagiewniki Targowisko",50.3201887,18.9261248
"Kochłowice Radoszowska",50.2544675,18.918565
"Chorzów Krzyżowa",50.3101628,18.9464004
"Chropaczów Osiedle Na Wzgórzu",50.3112064,18.9242649
"Stara Ligota Rolna",50.2314908,18.9828756
"Brynów Orkana",50.2313802,18.9886732
"Chorzów Stary Plac Jana",50.3094893,18.9737678
"Maciejkowice Szyb Zygmunt",50.3231743,18.9712013
"Maciejkowice Szyb Zygmunt",50.3232756,18.9706675
"Józefowiec Osiedle",50.2811797,19.0097964
"Chorzów Stary Bożogrobców",50.3036229,18.9738321
"Ksawera Kościół",50.3242447,19.1524218
"Brynów Pętla",50.2260345,18.9949154
"Kochłowice Kalinowa",50.2490685,18.919533
"Larysz Storczyków n/ż",50.1972786,19.1196571
"Larysz",50.198595,19.1272006
"Siemianowice Huhtamaki",50.2807404,19.0452613
"Kochłowice Piłsudskiego",50.2385242,18.9083397
"Katowice Sobieskiego",50.260337,19.0118708
"Załęże Pośpiecha",50.2631571,19.0048911
"Dabrówka Mała Kościół",50.2764068,19.0694204
"Burowiec Szkoła",50.2732592,19.072628
"Burowiec Szkoła",50.2730596,19.0728888
"Burowiec",50.26903,19.0804126
"Brynów Drozdów",50.2347972,19.0001551
"Brynów Gawronów",50.2375303,19.0025085
"Brynów Gawronów",50.2382389,19.0030692
"Brynów Słowików",50.2314532,18.9973729
"Brynów Zgrzebnioka",50.240398,19.0050611
"Katowice Kościuszki Szpital",50.2462132,19.0102619
"Dąbrówka Mała Grzegorzka",50.2799195,19.066381
"Dąbrówka Mała Skrzyżowanie",50.2756823,19.0729702
"Dąbrówka Mała Pitery",50.2772977,19.0655647
"Osiedle Witosa Pętla",50.2602814,18.9656897
"Osiedle Witosa Droga Kochłowicka",50.2566278,18.9720073
"Osiedle Witosa Droga Kochłowicka",50.2564998,18.9718192
"Osiedle Witosa Centrum",50.2607351,18.9701757
"Osiedle Witosa Centrum",50.2614087,18.9704351
"Osiedle Witosa II",50.2660024,18.973352
"Osiedle Witosa II",50.2660786,18.9734021
"Osiedle Witosa Kossutha",50.2652192,18.9773085
"Załęże Wiśniowa",50.2682223,18.9791295
"Załęże Wiśniowa",50.2682717,18.9791652
"Załęże Dom Kultury",50.2705334,18.9746893
"Piotrowice Cmentarz",50.2007497,18.9763449
"Dąb Kościół",50.2714881,18.9940275
"Dąb Kościół",50.2707553,18.9955166
"Dąb Silesia City Center",50.271153,19.0063514
"Józefowiec Jabłoniowa",50.2748593,19.0090203
"Chorzów Miasto",50.2986917,18.94971
"Stara Ligota Rolna",50.2314859,18.983442
"Brynów Orkana",50.2313219,18.9893556
"Brynów Dworska",50.2342372,18.9958839
"Świętochłowice Polna",50.2958672,18.9183068
"Świętochłowice Polna",50.2967843,18.9157586
"Chorzów Batory Szyb Kleofas n/ż",50.2541296,18.9433631
"Chorzów AKS",50.2901486,18.9634917
"Chorzów AKS",50.2900996,18.9635722
"Chorzów Floriańska",50.3030167,18.9441814
"Chorzów Floriańska",50.3030377,18.9444042
"Chorzów Rynek",50.2982678,18.9547326
"Chorzów Wodociągi",50.3027547,18.9341847
"Chorzów Wodociągi",50.3027601,18.9340613
"Piaśniki Skrzyżowanie",50.3055881,18.9162766
"Piaśniki Skrzyżowanie",50.3054257,18.9171896
"Chorzów Opolska",50.3090455,18.9358407
"Osiedle Tysiąclecia ZOO",50.2763066,18.9836242
"Park Śląski Ogród Zoologiczny",50.2770284,18.9836455
"Sosnowiec Wysoka",50.280928,19.1083602
"Katowice Rondo",50.2643478,19.0235337
"Koszutka Misjonarzy Oblatów",50.270741,19.02459
"Dąb Huta Baildon",50.267993,19.0097235
"Dąb Kościół",50.2709217,18.9972349
"Dąb Silesia City Center",50.2695391,19.0029624
"Katowice Sokolska",50.2656169,19.0196684
"Katowice Stęślickiego",50.2669445,19.0142125
"Park Śląski Wejście Główne",50.2818835,18.9767328
"Park Śląski Wesołe Miasteczko",50.2724959,18.9915299
"Park Śląski Ogród Zoologiczny",50.2764545,18.985635
"Chorzów AKS",50.2902499,18.9636202
"Chorzów Chopina",50.2941534,18.9574365
"Chorzów Rynek",50.298056,18.9546923
"Chorzów Stadion Śląski",50.2876023,18.9677915
"Dańdówka Cmentarz",50.2691921,19.169837
"Zgoda Ceramiczna n/ż",50.2760925,18.9046497
"Chorzów Polna",50.3136927,18.9480544
"Łagiewniki Cmentarz",50.3250244,18.9439382
"Łagiewniki Media-Markt",50.3207186,18.9454572
"Łagiewniki Zajezdnia",50.3175205,18.9465882
"Chorzów Metalowców",50.3031849,18.9518606
"Zgoda Ceramiczna n/ż",50.2760479,18.9037351
"Zgoda Ceramiczna n/ż",50.2764236,18.904277
"Zawodzie Łączna",50.2595671,19.060977
"Zawodzie Pętla",50.2598046,19.0633781
"Szopienice Roździeńska",50.2622652,19.0716645
"Szopienice Wodociągi",50.2649849,19.0724918
"Szopienice Poczta",50.2647337,19.0898597
"Katowice Graniczna",50.2576086,19.036548
"Katowice Porcelanowa",50.2512298,19.0487375
"Chorzów Batory Dworzec PKP",50.2798885,18.9429528
"Chorzów Batory Dworzec PKP",50.2797853,18.943119
"Chorzów Batory Urząd Skarbowy",50.2827194,18.9374305
"Chorzów Batory Urząd Skarbowy",50.2830113,18.936807
"Chorzów Batory Zajezdnia",50.2747764,18.9551062
"Zgoda Skrzyżowanie",50.2835683,18.9153909
"Świętochłowice Mijanka",50.2862359,18.9273216
"Świętochłowice Mijanka",50.2861795,18.9293256
"Chorzów Cmentarz",50.286464,18.9431187
"Chorzów Dąbrowskiego",50.283613,18.9403526
"Chorzów Dąbrowskiego",50.283755,18.9402935
"Chorzów Hajducka",50.2891541,18.9456287
"Chorzów Pałac Ślubów",50.2948232,18.9533321
"Chorzów ZUS",50.2917253,18.9491458
"Katowice",50.2576223,19.0171887
"Katowice",50.2577698,19.0170993
"Katowice",50.2578554,19.0171186
"Klimzowiec Kościół n/ż",50.2803186,18.9603434
"Klimzowiec Kościół n/ż",50.2807413,18.9602571
"Klimzowiec Wojska Polskiego",50.2829413,18.9604861
"Klimzowiec Wojska Polskiego",50.2848735,18.9625211
"Osiedle Tysiąclecia Pętla",50.2825967,18.9641057
"Katowice Św. Jana",50.2578941,19.0214923
"Katowice Św. Jana",50.2579887,19.0215782
"Chorzów Gwarecka",50.2966822,18.931037
"Siemianowice Powstańców",50.2986024,19.0404853
"Siemianowice Plac Wolności",50.3066007,19.0254615
"Osiedle Tuwima Lipowa",50.2952529,19.0229884
"Wełnowiec Poczta",50.2775843,19.0221829
"Dąbrowa Górnicza Urząd Pracy Pętla",50.3247041,19.1694556
"Koszutka Iłłakowiczówny",50.2747377,19.0221227
"Koszutka Kościół",50.2718959,19.0178896
"Dąb Widok",50.2704467,19.0154503
"Dąb Widok",50.2710626,19.0158974
"Nikiszowiec Szyb Pułaski",50.2407471,19.0783621
"Nikiszowiec Szyb Pułaski",50.2406588,19.078335
"Będzin Czeladzka",50.3256691,19.1224592
"Modrzejów Pastewna",50.2408732,19.1478644
"Mysłowice Dworzec PKP",50.2384445,19.142518
"Będzin Małachowskiego",50.3255634,19.1345671
"Będzin Paryska",50.3248435,19.141122
"Dąbrowa Górnicza Huta Bankowa",50.3250872,19.1744818
"Dąbrowa Górnicza Sienkiewicza",50.325744,19.1820006
"Dąbrowa Górnicza Urząd Pracy",50.3235897,19.1672532
"Koszelew",50.3222469,19.1566798
"Będzin Cmentarz Komunalny",50.3047252,19.1376492
"Będzin Krasickiego",50.3145515,19.1277923
"Będzin Rondo",50.324754,19.124245
"Będzin Szybowa",50.3105805,19.1324701
"Będzin Słowiańska",50.3082727,19.137452
"Pogoń Akademiki",50.2984091,19.1345068
"Pogoń Kościół",50.290803,19.1333388
"Pogoń Mariacka",50.2873783,19.1337279
"Pogoń Rybna",50.2955973,19.1338537
"Sielec Osiedle Zamkowa",50.2870706,19.1481498
"Zagórze Małe",50.2967841,19.1735692
"Środula Osiedle",50.2912084,19.1608748
"Burowiec Szpital",50.2710942,19.0858343
"Sosnowiec Główny",50.2790045,19.1263205
"Panewniki Owsiana",50.2220477,18.9255954
"Panewniki Skrzyżowanie",50.2276252,18.9234619
"Panewniki Szkoła",50.2306037,18.9499605
"Panewniki Wietnamska n/ż",50.2297445,18.9433731
"Panewniki Krucza n/ż",50.2310488,18.9524244
"Panewniki Szkoła",50.2303619,18.949168
"Panewniki Wietnamska n/ż",50.229749,18.9443015
"Kokociniec Wybickiego",50.2370255,18.9608134
"Kokociniec Wybickiego",50.2375515,18.9609992
"Brynów Kopalnia Wujek",50.2413338,18.9880486
"Brynów Kopalnia Wujek",50.2413731,18.987282
"Brzęczkowice Osiedle Powstańców",50.2179838,19.1577343
"Czeladź Stacja Pomp n/ż",50.3196622,19.0570617
"Czeladź Staszica",50.3188757,19.0648505
"Katowice Spodek",50.2651429,19.0231281
"Katowice Spodek",50.2651141,19.0231575
"Będzin",50.3089524,19.1413363
"Będzin Miasto",50.3191958,19.1354692
"Ligota Szpital",50.2244495,18.9577782
"Ligota Medyków",50.2265423,18.9585652
"Stara Ligota Wiadukt",50.2385435,18.9865564
"Brynów Dziewięciu z Wujka",50.2398986,18.9892935
"Brynów Dziewięciu z Wujka",50.240129,18.9897541
"Stara Ligota Wiadukt",50.238167,18.9859567
"Katowice Rynek",50.2601743,19.0223304
"Katowice Rynek",50.2601692,19.0223734
"Katowice Plac Miarki",50.2538845,19.0169832
"Katowice Stadion AWF",50.2479173,19.0117531
"Kochłowice Cegielnia",50.2492475,18.9039212
"Kochłowice Grzybowa",50.2430192,18.9039125
"Kochłowice Ośrodek Rekreacyjny",50.234057,18.9141337
"Kochłowice Ośrodek Rekreacyjny",50.2347392,18.9132219
"Kochłowice Piłsudskiego",50.2384127,18.9084334
"Panewniki Stare Cmentarz n/ż",50.2288877,18.9167328
"Panewniki Stare Cmentarz n/ż",50.2289843,18.9166887
"Panewniki Stare",50.2281904,18.9186834
"Panewniki Stare",50.2283278,18.9197188
"Panewniki Bałtycka",50.2278734,18.9283097
"Panewniki Bema",50.2295654,18.9368079
"Panewniki Bema",50.229595,18.9369934
"Panewniki Wymysłów",50.2288513,18.9327678
"Kokociniec Kijowska",50.2363269,18.9649521
"Kokociniec Kijowska",50.2364379,18.9650655
"Kokociniec Płochy n/ż",50.2336099,18.9634861
"Kokociniec Płochy n/ż",50.2337312,18.9635323
"Panewniki Skrzyżowanie",50.2272125,18.9236337
"Ligota Poleska",50.2243495,18.9697835
"Ligota Zadole",50.2196521,18.9743931
"Kostuchna Zakłady",50.1774205,19.0129193
"Kostuchna Zakłady",50.1777038,19.0120023
"Kostuchna Kopalnia Murcki",50.1800182,19.0044633
"Kostuchna Kopalnia Murcki",50.180203,19.0038526
"Kostuchna Osiedle",50.182942,18.9990468
"Kostuchna Osiedle",50.183914,18.9976089
"Kostuchna Kościół",50.1883873,18.9920204
"Kostuchna Skrzyżowanie",50.193713,18.9816446
"Kostuchna Skrzyżowanie",50.1939387,18.9814398
"Kostuchna Fińskie Domki",50.1964121,18.9791666
"Piotrowice Cmentarz",50.2013403,18.976202
"Piotrowice Skrzyżowanie",50.2073812,18.9743604
"Piotrowice Skrzyżowanie",50.2083416,18.9735354
"Piotrowice Fabryka Maszyn",50.2112679,18.9736517
"Piotrowice Fabryka Maszyn",50.2125339,18.9744512
"Piotrowice Fabryka Maszyn",50.2126234,18.9747181
"Piotrowice Dworzec PKP",50.2157088,18.9718227
"Dąbrówka Mała Le Ronda",50.2746191,19.0578276
"Katowice Szopienice Południowe",50.2587883,19.0925056
"Katowice Szopienice Południowe",50.2588951,19.0924791
"Ligota Poleska",50.2232169,18.9692296
"Kostuchna Migdałowców",50.1886808,18.9820638
"Kostuchna Migdałowców",50.1888066,18.9820795
"Podlesie Strzelnica",50.182941,18.9783365
"Podlesie Dworzec PKP",50.1837201,18.9597368
"Podlesie Dworzec PKP",50.1838819,18.9597783
"Podlesie Azalii",50.186164,18.9585025
"Zarzecze Osiedle Grota n/ż",50.1817074,18.9359278
"Mikołów Kopalnia Barbara",50.1795316,18.9301287
"Będzin Dworzec PKP",50.3184399,19.1334231
"Bogucice Wróblewskiego",50.26675,19.0424967
"Bończyk Gałczyńskiego",50.2404891,19.1067136
"Bończyk Jastruna n/ż",50.2401653,19.1140706
"Bończyk Jastruna n/ż",50.2402239,19.1144769
"Bończyk Kościół",50.2427908,19.1122566
"Bończyk Kościół",50.2428994,19.1121538
"Janów Łokietka",50.2389496,19.1143269
"Borki Korczaka",50.2782946,19.0897021
"Burowiec Szpital",50.2719433,19.086582
"Szopienice Osiedlowa",50.2646094,19.1042453
"Szopienice Szpital Geriatryczny",50.265472,19.0946252
"Szopienice Szpital Geriatryczny",50.2657556,19.0924596
"Katowice Dworzec",50.2582769,19.0181163
"Katowice Dworzec",50.2583028,19.0177929
"Katowice Dworzec",50.2583286,19.0174696
"Katowice Dworzec",50.2583545,19.0171462
"Katowice Dworzec",50.2583804,19.0168229
"Katowice Dworzec",50.2584517,19.0181597
"Katowice Dworzec",50.2584784,19.0178378
"Katowice Dworzec",50.258505,19.0175158
"Katowice Dworzec",50.2585316,19.0171939
"Katowice Dworzec",50.2585583,19.016872
"Sielec Park",50.2837121,19.1385652
"Sosnowiec Dworzec PKP",50.2782249,19.1270295
"Sosnowiec Estakada",50.2813973,19.135543
"Sosnowiec Aleja Mireckiego",50.2789698,19.1159074
"Sosnowiec Wysoka",50.28095,19.1083971
"Brynów Gawronów I",50.2368564,19.0088215
"Brynów Gawronów I",50.2368931,19.0071666
"Brynów Gawronów II",50.2373794,19.0043678
"Brynów Gawronów II",50.237455,19.0041625
"Dańdówka Cmentarz",50.2689872,19.1683597
"Dańdówka Skrzyżowanie",50.268926,19.1759047
"Sosnowiec Ostrogórska",50.2733235,19.1357157
"Sosnowiec Rondo Ludwik",50.2733134,19.1455188
"Sosnowiec Osiedle Wanda",50.2725526,19.1526045
"Ochojec Wapienna",50.2216483,18.9894857
"Brynów Różyckiego n/ż",50.2392855,18.9945304
"Brzezinka Centrum",50.2061574,19.158286
"Brzezinka Reja",50.2065219,19.1573729
"Brzezinka Dworcowa",50.1985261,19.1596536
"Kosztowy Dzióbka",50.1914071,19.1627383
"Brzezinka Laryska",50.2027163,19.1479233
"Brzezinka Orzeszkowej",50.2011727,19.139858
"Brzezinka Orzeszkowej",50.2012568,19.1405655
"Brzęczkowice Ogródki Działkowe n/ż",50.2117345,19.1570992
"Brzęczkowice Szkoła",50.2163634,19.1572763
"Brzęczkowice Słupna",50.2293822,19.1447155
"Burowiec",50.2683063,19.0792345
"Burowiec",50.2683628,19.0798989
"Burowiec",50.2683814,19.079885
"Piotrowice Szkoła",50.2091121,18.9645454
"Telewizja Katowice",50.2952425,19.0053786
"Telewizja Katowice",50.2952777,19.0052369
"Ligota Dworzec PKP",50.2260911,18.9753763
"Bytków Kapicy",50.3029814,19.0096989
"Bytków Osiedle Młodych",50.3065398,19.0102889
"Chorzów Batory 15 Grudnia",50.2760273,18.9359644
"Chorzów Batory 16 Lipca",50.2759026,18.9403403
"Chorzów Batory Czempiela",50.2675328,18.9332881
"Chorzów Batory Czempiela",50.2679484,18.9323553
"Bogucice Cmentarz",50.2723039,19.0469392
"Ligota Rzeszótki",50.2274774,18.9820062
"Ochojec Lechicka",50.218706,18.9838781
"Ochojec Lechicka",50.2187487,18.9836317
"Murcki Leśników",50.1865533,19.0371645
"Murcki Leśników",50.1875042,19.0382921
"Murcki Wzgórze Wandy",50.192459,19.0425168
"Murcki Wzgórze Wandy",50.1950648,19.0454237
"Koszutka Kościół",50.2712971,19.0202881
"Bogucice Kościół",50.2693536,19.0360557
"Osiedle Kukuczki Podhalańska",50.2705667,19.0496019
"Dąbrówka Mała Dytrycha",50.2795075,19.0786733
"Dąbrówka Mała Dytrycha",50.2795582,19.0788452
"Dąbrówka Mała Nowosam",50.2800813,19.0819216
"Dąbrówka Mała Żyzna n/ż",50.2790899,19.0747765
"Dąbrówka Mała Żyzna n/ż",50.2789804,19.074477
"Zgoda Droga Kochłowicka",50.2777243,18.9106314
"Panewniki Wymysłów",50.2288183,18.9326333
"Murcki Osiedle",50.2038869,19.0430011
"Murcki Szebesty n/ż",50.2040525,19.0478684
"Giszowiec Szyb Roździeński",50.2226809,19.0755154
"Giszowiec Radosna",50.2232813,19.0665123
"Katowice Brynów",50.2442199,18.9833941
"Katowice Cmentarz Komunalny",50.2466884,19.0506724
"Katowice Porcelanowa",50.2497951,19.0490331
"Katowice Green Park",50.2546582,19.0475165
"Katowice Krasińskiego",50.2537388,19.0345835
"Osiedle Paderewskiego Powstańców",50.2508521,19.033206
"Osiedle Paderewskiego Powstańców",50.251319,19.0320693
"Katowice Francuska",50.2531078,19.0269413
"Osiedle Paderewskiego Graniczna",50.2472795,19.0363134
"Osiedle Paderewskiego Graniczna",50.2485079,19.034226
"Osiedle Paderewskiego Pomnik",50.2452927,19.0402829
"Osiedle Paderewskiego Pomnik",50.2460807,19.0391335
"Katowice Drzymały",50.2546704,19.016814
"Katowice Piotra Skargi",50.2616486,19.0190371
"Katowice Piotra Skargi",50.26195,19.0183192
"Kochłowice Radoszowska",50.2547267,18.9175439
"Kochłowice Przejazd Kolejowy",50.2562685,18.9260305
"Kochłowice Przejazd Kolejowy",50.2564086,18.9275384
"Kochłowice Rondo Gębały",50.2583575,18.934924
"Kochłowice Rondo Gębały",50.2583985,18.9350493
"Chorzów Batory Klonowa",50.2633095,18.9364156
"Chorzów Batory Klonowa",50.2634643,18.936451
"Chorzów Batory Osiedle",50.2675536,18.9373277
"Chorzów Batory Osiedle",50.2682748,18.9374758
"Chorzów Batory Kościół",50.2713794,18.9384149
"Chorzów Batory Kościół",50.273135,18.9390343
"Chorzów Batory Farna",50.274201,18.9377232
"Katowice Podlesie",50.1829282,18.9603594
"Katowice Piotrowice",50.213241,18.970309
"Katowice Piotrowice",50.2132856,18.9702654
"Dąb Kościół",50.2713777,18.9967574
"Katowice Stęślickiego",50.2665005,19.0110568
"Katowice Stęślickiego",50.2675741,19.0131153
"Chorzów Batory Graniczna",50.2708658,18.9313508
"Zgoda Komenda Policji",50.2835575,18.9190482
"Chorzów Batory Pętla",50.2658801,18.9438972
"Chorzów Batory Pętla",50.2659513,18.9439062
"Chorzów Batory Rondo Gębały",50.2582129,18.9361758
"Chorzów Centrum Edukacji",50.2962158,18.935563
"Chorzów Centrum Edukacji",50.2967593,18.9353732
"Chorzów Filarowa",50.3000807,18.9462972
"Zarzecze Owsiana Pętla",50.1958877,18.9319023
"Zarzecze Owsiana",50.1955018,18.930878
"Zarzecze Owsiana",50.196578,18.9324165
"Zarzecze Pstrągowa",50.1949923,18.9358973
"Zarzecze Pstrągowa",50.1954049,18.9356363
"Zarzecze Wędkarska",50.1934998,18.9406557
"Zarzecze Wędkarska",50.1937827,18.9388063
"Zarzecze Jesiotra",50.192006,18.9465799
"Zarzecze Jesiotra",50.1921894,18.9463441
"Zarzecze Szarotek",50.1887549,18.9516137
"Zarzecze Szarotek",50.1888776,18.9514125
"Mikołów Jamna",50.1917954,18.9154314
"Mikołów Katowicka",50.1882291,18.9182944
"Mikołów Młyn",50.1818179,18.9122404
"Mikołów Młyn",50.1820596,18.9123145
"Mikołów Kopalnia Barbara",50.179615,18.9306119
"Mikołów Podleska",50.1761542,18.9204611
