"names","lat","lon"
"Mikołów Podleska",50.1763161,18.9206706
"Podlesie Poczta",50.1760667,18.9702273
"Podlesie Poczta",50.1762014,18.9697492
"Podlesie Uniczowska",50.1773105,18.9667491
"Podlesie Uniczowska",50.177421,18.9664748
"Podlesie Strzelnica",50.1828489,18.9782187
"Mikołów Koja",50.17641,18.904241
"Chorzów Batory Rondo Gębały",50.258192,18.9361817
"Chorzów Stary Szyb Prezydent",50.298144,18.9691169
"Chorzów Stary Bożogrobców",50.3019312,18.9727713
"Chorzów Stary Plac Jana",50.3093508,18.9737929
"Chorzów Batory Niedźwiedziniec Cmentarz",50.2599441,18.941217
"Chorzów Batory Park Logistyczny",50.2591694,18.9446284
"Chorzów Batory Rondo Gębały",50.2590329,18.9370583
"Chorzów Krzyżowa",50.3099355,18.944744
"Chorzów Lompy",50.2970663,18.9427975
"Chorzów Opolska",50.3090169,18.9363217
"Chorzów Plac Powstańców Śl.",50.3016704,18.9517803
"Chorzów Raciborska",50.2942985,18.9404825
"Chorzów Składowa",50.3064749,18.9327984
"Chorzów Składowa",50.3069993,18.9327895
"Chorzów Stary Wiejska",50.3157625,18.9635986
"Chorzów Uniwersytet Śląski",50.2957811,18.9348617
"Chorzów Batory Kaliny",50.2746234,18.9312956
"Chorzów Batory Kaliny",50.2748155,18.9313628
"Piotrowice Barcelońska",50.2067148,18.9649822
"Piotrowice Bukszpanowa Kaplica",50.1956046,18.9696704
"Piotrowice Działowa",50.2008761,18.971633
"Piotrowice Działowa",50.2012432,18.9716255
"Piotrowice Osiedle",50.2103481,18.982422
"Ochojec Ziołowa",50.2123107,18.9865521
"Ochojec Ziołowa II",50.2128206,18.9890938
"Ochojec Jaworowa I",50.2101516,18.9866534
"Ochojec Jaworowa II",50.211147,18.9914104
"Ochojec Jaworowa I",50.2103214,18.9873212
"Ochojec Sadowa",50.2158308,18.9899498
"Osiedle Odrodzenia Kościół",50.2030051,18.9840021
"Osiedle Odrodzenia Radockiego",50.2059557,18.9896938
"Osiedle Odrodzenia Szewska",50.207051,18.9836544
"Osiedle Odrodzenia Łętowskiego",50.2031433,18.9915186
"Ochojec Jaworowa II",50.2112144,18.9920023
"Mysłowice Brzęczkowice",50.2135449,19.1470149
"Zarzecze Szarotek Boisko",50.185352,18.9526918
"Zarzecze Szarotek Boisko",50.1854275,18.9526714
"Załęska Hałda Kolońska",50.2552511,18.9776677
"Katowice Osiedle Kopalni Wujek",50.2522731,18.9896247
"Obroki Dulęby",50.2670966,18.9681211
"Obroki Dulęby",50.2671054,18.9679352
"Załęże Bocheńskiego",50.2617713,18.9866134
"Dąb Krzyżowa",50.2793911,19.0053742
"Dąb Krzyżowa",50.2794463,19.0054315
"Załęże Janasa",50.2655028,18.9970661
"Józefowiec Osiedle",50.2811861,19.010048
"Kolonia Agnieszki Promienna",50.287412,19.0076208
"Kolonia Agnieszki Bytomska",50.2870196,19.0066698
"Wełnowiec GPP Business Park",50.2829792,19.0277754
"Wełnowiec GPP Business Park",50.2830237,19.0279429
"Józefowiec Cmentarz",50.2762744,19.0162572
"Józefowiec Cmentarz",50.2763274,19.0154595
"Szopienice Roździeńska n/ż",50.2624691,19.0718377
"Kochłowice Szyb Radoszowy",50.2514048,18.9296464
"Katowice Piotra Skargi",50.2620784,19.0180167
"Osiedle Tysiąclecia Pętla",50.2835412,18.9641435
"Osiedle Tysiąclecia Auchan",50.2744894,18.9664642
"Osiedle Witosa Kossutha NFZ",50.2646327,18.9766434
"Osiedle Witosa Rataja",50.2610964,18.9763865
"Osiedle Witosa Rataja",50.2608195,18.97719
"Katowice Meteorologów",50.2412911,19.0172443
"Katowice Meteorologów",50.2420025,19.0181253
"Katowice Ceglana Szpital Kliniczny",50.2433627,19.0151283
"Katowice Francuska WORD",50.2439663,19.024454
"Katowice Francuska WORD",50.2443287,19.0246465
"Katowice Komenda Policji",50.2465981,19.0256208
"Katowice Komenda Policji",50.2471945,19.0258237
"Katowice Francuska Sąd",50.250862,19.0264923
"Muchowiec Park",50.2349899,19.0262392
"Muchowiec Droga do Lotniska",50.2408598,19.024982
"Muchowiec Droga do Lotniska",50.2410295,19.0250285
"Zawodzie Paderewskiego",50.258038,19.0400365
"Zawodzie Uniwersytet Ekonomiczny",50.2584843,19.0463161
"Zawodzie Bohaterów Monte Cassino",50.2599725,19.0533669
"Zawodzie Ośrodek Sportowy",50.2593459,19.0551473
"Katowice Plac Miarki",50.2551356,19.0188723
"Chorzów Mariańska",50.3074564,18.9420713
"Chorzów Młodzieżowa",50.2901274,18.9588689
"Chorzów Młodzieżowa",50.2903486,18.9588521
"Chorzów Nowa",50.3085689,18.9510296
"Chorzów Nowa",50.308953,18.9511236
"Chorzów Oswaldów",50.3168085,18.9365867
"Chorzów Oswaldów",50.3168734,18.9365114
"Chorzów Stabika",50.3102515,18.9502507
"Chorzów Stary Dom Pomocy",50.3010501,18.9810929
"Chorzów Stary Dom Pomocy",50.3011352,18.9807286
"Chorzów Stary Dworzec PKP",50.3149373,18.9575024
"Chorzów Stary Dworzec PKP",50.315202,18.9568404
"Chorzów Stary Plac Piastowski",50.3009016,18.9709749
"Chorzów Stary Węzłowiec",50.2986991,18.9909274
"Chorzów Stary Węzłowiec",50.2987587,18.9906731
"Chorzów Stary Zakłady Azotowe",50.3171598,18.9811277
"Chorzów Szarlociniec",50.3033699,18.9284554
"Chropaczów Wiślan",50.3149628,18.9271074
"Katowice Rynek (Teatr Śl.)",50.2592873,19.0232652
"Załęska Hałda Kościół",50.2508057,18.9814562
"Załęska Hałda Kościół",50.2512838,18.9816769
"Chorzów Metalowców",50.3031022,18.9521421
"Chorzów Metalowców",50.303708,18.9519937
"Katowice Damrota",50.2579331,19.0308229
"Czeladź Cmentarz",50.312615,19.0735673
"Czeladź Osiedle Borowa",50.3091224,19.0778425
"Czeladź Park",50.3125173,19.0703252
"Czeladź Osiedle Musiała",50.3072589,19.0676722
"Czeladź Reymonta",50.3085036,19.0718988
"Czeladź Osiedle Słoneczne",50.3117445,19.0819429
"Czeladź Saturn",50.3088937,19.0635298
"Czeladź Targowisko",50.3195486,19.076932
"Czeladź Urząd Miasta",50.3162538,19.0705
"Ćmok Rondo (Janowska)",50.2348609,19.1235277
"Ćmok Rondo (Janowska)",50.2358194,19.1216494
"Ćmok Rondo (Partyzantów)",50.2342769,19.1247332
"Ćmok Rondo (Partyzantów)",50.234305,19.1248179
"Mysłowice Tesco",50.2358935,19.1274512
"Dańdówka Cmentarz",50.2691073,19.1690142
"Dańdówka Osiedle Kalinowa Kościół",50.2637454,19.1818944
"Dańdówka Traugutta",50.2641492,19.1863619
"Józefów Piekarnia n/ż",50.316022,19.1778114
"Osiedle Mydlice",50.3186221,19.1690757
"Milowice Centrum Handlowe",50.2866916,19.1031818
"Milowice Podjazdowa",50.2899772,19.0933726
"Milowice Zakłady Mięsne",50.2893046,19.0878982
"Sielec Osiedle Zamkowa",50.2866762,19.1489538
"Sosnowiec Sobieskiego",50.2768729,19.1192968
"Dąbrówka Mała Pod Młynem",50.2798494,19.0678123
"Dąbrówka Mała Spółdzielnia",50.2817387,19.0649112
"Dąbrówka Mała Żwirowa",50.2858542,19.0598354
"Dąbrówka Mała Oczyszczalnia",50.2829218,19.0713768
"Dąbrówka Mała Milowicka",50.2854924,19.0715427
"Kolonia Amandy n/ż",50.2452038,19.0618659
"Nikiszowiec Szyb Jan n/ż",50.2397704,19.0690293
"Kolonia Wysockiego Woźniaków",50.233699,19.0685578
"Kolonia Wysockiego Kulika",50.2366788,19.0740254
"Nikiszowiec Szpital",50.2461366,19.0800566
"Nikiszowiec Szyb Wilson",50.2500207,19.0819735
"Janów Spółdzielnia Inwalidów",50.2461756,19.0862546
"Janów Spółdzielnia Inwalidów",50.2462633,19.0863849
"Janów Oswobodzenia Cmentarna",50.2447523,19.0937788
"Janów Zamkowa",50.2419461,19.0893924
"Dębowa Góra WSO",50.2635468,19.1487815
"Dębowa Góra Niwecka",50.2662959,19.1517698
"Dębowa Góra Wiadukt",50.2679817,19.1475383
"Kolonia Zgorzelec",50.3243098,18.8991615
"Mikołów Katowicka",50.1884918,18.9178273
"Katowice Ligota",50.2259843,18.9776159
"Katowice Ligota",50.2259973,18.9777905
"Katowice Ligota",50.2260139,18.9780191
"Zgoda Zespół Szkół",50.2795186,18.9024712
"Jęzor Jaworznicka",50.2334233,19.1621087
"Józefowiec Jabłoniowa",50.2747352,19.0097813
"Józefowiec Ściegiennego",50.27741,19.0085226
"Józefowiec Ściegiennego",50.2781377,19.0089512
"Szopienice Roździeńska n/ż",50.2623021,19.0718108
"Wesoła Dzierżonia",50.1912959,19.1139319
"Świętochłowice Mijanka",50.2862089,18.9286256
NA,50.2623729,19.0176895
NA,50.2623982,19.0176303
NA,50.2624289,19.0175584
NA,50.2624561,19.0174946
NA,50.2624806,19.0174372
NA,50.2625066,19.0173763
NA,50.262702,19.0169186
NA,50.2627237,19.0168678
NA,50.2627503,19.0168056
"Dańdówka Osiedle",50.2622316,19.1731977
"Dębowa Góra Tabelna",50.2700308,19.1614085
"Dębowa Góra Tabelna",50.2700585,19.1614266
"Dębowa Góra Zakopiańska",50.2708374,19.1585217
"Dębowa Góra Zakopiańska",50.2708644,19.1585432
"Niwka Cmentarz Komunalny",50.2565699,19.1690455
"Sosnowiec Egzotarium",50.2835249,19.1057288
"Sosnowiec Osiedle Piastów",50.2796185,19.1118718
"Sosnowiec Osiedle Piastów",50.2796547,19.1118956
"Sosnowiec Osiedle Wanda",50.2725155,19.1530902
"Sosnowiec Sąd",50.2734447,19.1411131
"Sosnowiec Sąd",50.2734806,19.1411149
"Sosnowiec Aleja Zwycięstwa",50.278758,19.1299656
"Sosnowiec Małachowskiego",50.2758168,19.1325536
"Wełnowiec Gnieźnieńska",50.2827531,19.0194487
"Wełnowiec Plac Alfreda",50.2927414,19.0143878
"Wełnowiec Plac Alfreda",50.2934267,19.0129112
"Klimontów Fińskie Domki",50.2772098,19.1852316
"Klimontów Kolonia Pstrowskiego",50.2736341,19.1868718
"Kolonia Stawiska",50.2507732,19.1100986
"Murcki Cegielnia",50.2043667,19.0184054
"Murcki Tartaczna",50.1941331,19.0336075
"Szopienice Dwór",50.2620413,19.10167
"Załęże Pośpiecha",50.2640164,19.0031943
"Załęże Kościół",50.2642575,19.0003328
"Załęże Dwór",50.2675362,18.9903026
"Załęże Pośpiecha",50.2631445,19.0048875
"Załęże Wiśniowa",50.2692715,18.9801897
"Załęże Dom Kultury",50.270075,18.9751704
"Załęże Szkoła",50.2726193,18.9647592
"Będzin Brata Alberta",50.3188315,19.1374846
"Będzin Szyb Ostatek n/ż",50.3067482,19.1440457
"Środula Estakada n/ż",50.2983651,19.1448032
"Środula Izba Wytrzeźwień n/ż",50.3026997,19.1452925
"Będzin Kościuszki",50.3148426,19.1361898
"Będzin Kościuszki",50.3151985,19.1356802
"Będzin Kościuszki",50.315224,19.1359714
"Będzin Kościuszki",50.3152335,19.1358083
"Będzin Kościuszki",50.3154599,19.1355254
"Będzin Kościuszki",50.3155157,19.1356471
"Będzin Krasickiego",50.3142282,19.1291682
"Ksawera Kościół",50.3233902,19.1522354
"Warpie Osiedle",50.3190627,19.1512492
"Szopienice Chemiczna",50.2593256,19.1119174
"Szopienice Pętla",50.2605303,19.1096044
"Łagiewniki Targowisko",50.3206681,18.9263818
"Chropaczów Osiedle Na Wzgórzu",50.3116204,18.9244074
"Piaśniki Osiedle Skałka",50.2987508,18.9178867
"Piaśniki Skrzyżowanie",50.3044808,18.919169
"Łagiewniki Targowisko",50.3208072,18.9263713
"Łagiewniki Targowisko",50.3212035,18.9266733
"Lipiny Kościół",50.3073133,18.9040229
"Chorzów Metalowców",50.3031993,18.9515328
"Chorzów Łagiewnicka",50.309902,18.9416265
"Łagiewniki Adamka",50.3259298,18.9338058
"Łagiewniki Różana n/ż",50.3199316,18.9315639
"Łagiewniki Ludowa",50.3239065,18.9303385
"Obroki Droga do MPGK",50.2677399,18.9612293
"Świętochłowice Kościół",50.2909973,18.9170185
"Świętochłowice Kościół",50.2910085,18.9170252
"Świętochłowice Polna",50.2957257,18.9167845
"Świętochłowice Muzeum Powstań Śląskich",50.2884867,18.9235206
"Świętochłowice Muzeum Powstań Śląskich",50.2884978,18.9235325
"Osiedle Kukuczki Wrocławska",50.2666496,19.0466146
"Osiedle Kukuczki Sandomierska",50.2695582,19.0435993
"Szopienice Bednorza",50.2638752,19.0876184
"Szopienice Bednorza",50.2639243,19.0872995
"Szopienice Kościół",50.2619679,19.0949585
"Szopienice Morawa",50.2632779,19.1067483
"Załęże Kościół",50.2642963,19.0007049
"Zawodzie Łączna",50.2596338,19.0609267
"Zawodzie Zajezdnia",50.2598238,19.0683407
"Zawodzie Zajezdnia",50.259909,19.0673237
"Zawodzie Zajezdnia",50.2599552,19.0676221
"Maciejkowice Dwór",50.321481,18.9790224
"Maciejkowice Dwór",50.3215511,18.9787097
"Maciejkowice Dwór",50.3219251,18.9781978
"Siemianowice Mijanka",50.2949803,19.0246592
"Michałkowice Plac 11 Listopada",50.3197046,19.0041895
"Siemianowice Kopalniana",50.3016213,19.0181287
"Muchowiec Pętla",50.2301928,19.0262982
"Osiedle Paderewskiego Trzy Stawy",50.2417787,19.0351201
"Katowice Dąbrówki",50.2618758,19.008789
"Modrzejów Rynek",50.2415652,19.149094
"Mysłowice Katowicka",50.2429252,19.134395
"Mysłowice Kopalnia",50.2464602,19.1293246
"Mysłowice Towarowa",50.2431923,19.1370587
"Niwka Kościół",50.2381349,19.1559903
"Katowice Altus",50.2614793,19.0255318
"Ligota Śląska Pętla",50.211825,18.9576183
"Chorzów Racławicka",50.2811195,18.9466825
"Chorzów Racławicka",50.2812096,18.9466901
"Ligota Akademiki",50.217659,18.9577914
"Chorzów Racławicka",50.2805782,18.9463694
"Świętochłowice Gazownia",50.2844593,18.9343546
"Chorzów Floriańska",50.3031813,18.945749
"Chorzów Targowisko",50.3035456,18.9492633
"Chorzów Wodociągi",50.3027615,18.9343478
"Chorzów Styczyńskiego",50.3026231,18.9390989
"Kolonia Zygmunt",50.3224936,18.9080292
"Łagiewniki Fabryczna",50.3232152,18.9271044
"Łagiewniki Fabryczna",50.3245182,18.9274105
"Łagiewniki Ostatnia n/ż",50.3216245,18.9141578
"Łagiewniki Media-Markt",50.3213271,18.9451157
"Łagiewniki Media-Markt",50.3216143,18.9448726
"Koszutka Jesionowa",50.2746947,19.0237501
"Dańdówka Osiedle",50.2622459,19.1731607
"Pszczelnik Park",50.3104583,19.0424395
"Siemianowice Chemiczna 1A n/ż",50.2816439,19.0393501
"Chorzów Batory Piekarska",50.2760344,18.9503549
"Chorzów Batory Piekarska",50.2762681,18.9498096
"Chorzów Batory Dworzec PKP",50.2789075,18.944754
"Chorzów Batory Dworzec PKP",50.2789703,18.9445455
"Chorzów Batory Hotel",50.2815165,18.9397952
"Chorzów Cmentarna",50.2884467,18.947574
"Chorzów Dom Działkowca",50.2853015,18.9498574
"Chorzów Kościół św. Jadwigi",50.2921663,18.9464786
"Chorzów Racławicka",50.280979,18.9467592
"Chorzów Bałtycka",50.2870822,18.9393799
"Michałkowice Kościół",50.3184053,19.0033472
"Michałkowice Plac 11 Listopada",50.3197001,19.0057791
"Katowice Sobieskiego",50.2603132,19.0118515
"Katowice Sobieskiego",50.2603255,19.01186
"Załęże Janasa",50.265229,18.9974862
"Załęże Janasa",50.2655103,18.9970851
"Osiedle Naftowa",50.2683231,19.124749
"Sosnowiec Zielona Dolina",50.2727372,19.1757623
"Kosztowy Wiadukt",50.180735,19.1564188
"Kosztowy Wiadukt",50.1812561,19.1555461
"Siemianowice Rurownia",50.2916339,19.0431313
"Siemianowice Powstańców Pętla",50.2968706,19.0427548
"Chorzów Miasto Dworzec PKP",50.2984614,18.9502554
"Siemianowice Korfantego",50.30197,19.013591
"Siemianowice Korfantego",50.3021163,19.0113223
"Siemianowice Kościół",50.3014733,19.0335732
"Siemianowice Liceum Katolickie",50.3029281,19.0329725
"Siemianowice Plac Skargi",50.2987744,19.0270102
"Michałkowice Fabud",50.3208199,19.011932
"Wesoła Rynek",50.1885712,19.1028186
"Wesoła Dzierżonia",50.1910283,19.1132708
"Mysłowice Brzezinka",50.197507,19.1544326
"Krasowy Orła Białego",50.1872892,19.1280305
"Krasowy Orła Białego",50.1876965,19.1268437
"Krasowy Ośrodek Zdrowia",50.1893663,19.1219389
"Krasowy Ośrodek Zdrowia",50.1894258,19.1217585
"Krasowy Skrzyżowanie",50.1856347,19.1344216
"Krasowy Skrzyżowanie",50.1857411,19.1345164
"Larysz Storczyków n/ż",50.1971504,19.1186962
"Wesoła Mostek",50.1956942,19.1127087
"Wesoła Pogodna",50.2042618,19.1021736
"Wesoła Szkoła",50.2023063,19.1065899
"Chorzów Batory 16 Lipca",50.2762206,18.9404108
"Chorzów Styczyńskiego",50.3018026,18.9398812
"Morgi Kościół",50.204906,19.1226773
"Warpie Wilcza n/ż",50.3195542,19.143714
"Sosnowiec Dęblińska",50.2748198,19.1221742
"Środula Dolna n/ż",50.3077275,19.1592387
"Józefów Auchan",50.3056573,19.1666222
"Józefów Auchan",50.3058903,19.1657661
"Będzin Huta",50.3106242,19.1409371
"Będzin Huta",50.3107508,19.1407133
"Józefowiec Szczecińska",50.2791977,19.0158366
"Józefowiec Ściegiennego",50.2776024,19.0085317
"Pogoń Sucha",50.2958642,19.126388
"Siemianowice Hutnicza n/ż",50.2990687,19.0238118
"Chorzów Miasto Dworzec PKP",50.2983548,18.9502496
"Brzezinka Nowochrzanowska",50.2023346,19.1595488
"Sielec Kąpielisko",50.2867277,19.1441679
"Pogoń Orla",50.285105,19.1315265
"Katowice Dworzec PKP",50.2595831,19.0187737
"Siemianowice Nowy Świat",50.3096096,19.0163646
"Katowice Szopienice Południowe",50.2591111,19.0923983
"Katowice Zawodzie",50.2573806,19.0574728
"Katowice",50.2572484,19.0170426
"Chorzów Batory",50.2783404,18.9445312
"Chorzów Batory",50.2784128,18.9446587
"Chorzów Batory",50.2785185,18.9448252
"Chorzów Stary",50.316045,18.9577597
"Chorzów Stary",50.316221,18.9581407
"Katowice Załęże",50.2638188,18.9895405
"Katowice",50.2574611,19.0170986
"Katowice",50.2575873,19.017123
"Szopienice Dwór",50.2619484,19.1016332
"Brzezinka Autostrada",50.2051642,19.1761356
"Janów Janowska",50.2373964,19.1178527
"Janów Łokietka",50.2387127,19.1149606
"Morgi Pukowca",50.2048677,19.1330185
"Morgi Pukowca",50.2057817,19.1328296
"Morgi Skrzyżowanie",50.2097256,19.1319979
"Wilhelmina Skrzyżowanie",50.2538774,19.091289
"Krasowy Kościół",50.1841973,19.1415957
"Szopienice Stawiki",50.2692351,19.1110625
"Szopienice Stawiki",50.2695859,19.1112484
"Szopienice Dwór",50.2618946,19.101996
"Czeladź Józefów",50.2979449,19.0739303
"Czeladź Tuwima",50.3238467,19.072623
"Katowice Moniuszki",50.2607578,19.0233394
"Szopienice Kościół",50.2634957,19.0946684
"Sosnowiec Brynica",50.2743946,19.1146355
"Chorzów Boczna",50.2971999,18.9366747
"Chorzów Kościół św. Jadwigi",50.2921744,18.9464609
"Chorzów Strzelców Bytomskich",50.2922059,18.9450695
"Chorzów Strzelców Bytomskich",50.2925679,18.9447307
"Chorzów Szkoła 13",50.2975037,18.9413925
"Klimzowiec Gałeczki",50.2848546,18.9591627
"Klimzowiec Racławicka",50.2815402,18.9548348
"Klimzowiec Racławicka",50.2819683,18.9554179
"Murcki Dworzec PKP",50.2022164,19.0240121
"Katowice Damrota GTC",50.2487769,19.0283511
"Nikiszowiec Pętla",50.2484487,19.079891
"Osiedle Tuwima Poradnia",50.295065,19.0198437
"Chorzów Liceum Katolickie",50.2976545,18.9629
"Chorzów Stary Bożogrobców",50.3026093,18.9744989
"Chorzów Styczyńskiego",50.3026381,18.9381613
"Osiedle Witosa Droga Kochłowicka",50.2559751,18.9703981
"Maciejkowice Spółdzielnia",50.3225076,18.9751847
"Maciejkowice Spółdzielnia",50.3225811,18.9746385
"Dąbrowa Górnicza Centrum",50.325285,19.1879199
"Łagiewniki Fabryczna",50.3241653,18.9271634
"Łagiewniki Fabryczna",50.3235771,18.9270671
"Chorzów Batory Zajezdnia",50.274447,18.9565309
"Katowice Zawodzie",50.2570929,19.0574349
"Katowice Zawodzie",50.2571838,19.0574456
"Mysłowice",50.2377237,19.1413449
"Mysłowice",50.237761,19.141512
"Sielec Kąpielisko",50.2867815,19.1433922
"Sielec Kąpielisko",50.2868081,19.1433834
"Konstantynów Centrum Handlowe",50.2884779,19.1488734
"Konstantynów Fabryczna",50.2919331,19.147217
"Konstantynów Fabryczna",50.2919454,19.1472763
"Konstantynów Okrzei",50.294295,19.1456665
"Konstantynów Okrzei",50.2947262,19.1453374
"Sielec Szkolna",50.281697,19.1480361
"Sielec Szkolna",50.281695,19.1480852
"Milowice Pętla",50.2892985,19.0781796
"Dańdówka Klonowa",50.2726079,19.1778804
"Niwka Pawiak",50.2507735,19.1648879
"Piotrowice Wojska Polskiego",50.205002,18.9715746
"Osiedle Tuwima Grabowa",50.2929146,19.0196254
"Osiedle Tuwima Poradnia",50.29525,19.0199414
"Świętochłowice",50.2890329,18.9180451
"Katowice",50.2579772,19.0171545
"Panewniki Bałtycka",50.2279841,18.928908
"Katowice Hutnicza",50.2521859,19.0562215
"Katowice Porcelanowa Zakłady",50.2520504,19.0518733
"Katowice Porcelanowa Zakłady",50.2521194,19.0539084
"Mysłowice Chopina",50.2429406,19.131192
"Mysłowice Chopina",50.2435928,19.1326087
"Szopienice Kościół",50.2620097,19.094967
"Szopienice Kościół",50.2627805,19.0951911
"Katowice Cmentarz Komunalny",50.2466283,19.0509731
"Szopienice Kocura n/ż",50.2661519,19.0888685
"Osiedle Kukuczki Lubuska",50.2683206,19.0509294
"Katowice Dworzec PKP",50.2596069,19.0175501
"Chorzów Rynek",50.2980192,18.9544678
"Chorzów Rynek",50.2980322,18.9545476
"Chorzów Batory Hotel",50.2816444,18.9396027
"Dąbrówka Mała Wiertnicza n/ż",50.2724361,19.0548932
"Katowice Mickiewicza",50.2609486,19.0189199
"Michałkowice Park Górnik",50.3138915,19.0037976
"Wełnowiec Gnieźnieńska",50.2830069,19.0187435
"Borki Pętla",50.2787811,19.0949795
"Katowice Zajezdnia n/ż",50.2637459,19.0113753
"Załęże Dwór",50.2669295,18.9916643
"Załęże Dwór",50.2670234,18.9913027
"Szopienice Dwór",50.2628474,19.1036494
"Borki Korczaka",50.2785393,19.0897803
"Chorzów Batory Rondo Gębały",50.259156,18.9374359
"Maciejkowice Michałkowicka",50.3210055,18.9845344
"Maciejkowice Michałkowicka",50.3210637,18.9836859
"Michałkowice Budryka",50.3222285,18.9974885
"Michałkowice Budryka",50.3223168,18.9975184
"Michałkowice Domina n/ż",50.3202059,18.9995204
"Michałkowice Urząd Miasta",50.318785,19.0105935
"Siemianowice Kolonia Wojewódzka",50.2930906,19.0482309
"Siemianowice Mysłowicka",50.2887858,19.0545582
"Siemianowice Pszczelnicza",50.3002812,19.0364032
"Osiedle Syberka Pawilony",50.3202098,19.1180248
"Chropaczów Ratusz",50.3140483,18.9132506
"Mysłowice Szpital",50.2476242,19.1334191
"Kolonia Agnieszki Bytomska",50.2857047,19.0068122
"Dąb Szkoła",50.2743069,18.9997545
"Dąb Szkoła",50.2752345,19.0004882
"Dąbrówka Mała Milowicka",50.286027,19.0714368
"Siemianowice Bomis n/ż",50.2838514,19.032973
"Siemianowice Bomis n/ż",50.283915,19.0327453
"Siemianowice Chemiczna 1A n/ż",50.2816718,19.0394504
"Siemianowice Chemiczna n/ż",50.2824821,19.044855
"Siemianowice Chemiczna n/ż",50.2825638,19.0450732
"Siemianowice Fabryczna",50.2958747,19.0337014
"Siemianowice Fabryczna",50.295874,19.0341153
"Siemianowice Głowackiego",50.2999456,19.0313134
"Siemianowice Głowackiego",50.3001129,19.0309753
"Siemianowice Huhtamaki",50.2803259,19.0447455
"Siemianowice Interkomis n/ż",50.2882338,19.0354287
"Siemianowice Interkomis n/ż",50.2884186,19.0356394
"Siemianowice Konopnickiej",50.2906775,19.0360383
"Siemianowice Konopnickiej",50.2908023,19.0359153
"Michałkowice Plac Sportowy",50.3195645,18.9969256
"Michałkowice Plac Sportowy",50.3195706,18.997199
"Bańgów Strefa Zakłady",50.322526,19.0452137
"Brynów Różyckiego n/ż",50.2383847,18.9945066
NA,50.2627801,19.0167358
"Zgoda Osiedle Słoneczne",50.2738405,18.9237254
"Zgoda Brzozowa",50.2782796,18.9233514
"Zgoda Osiedle Słoneczne",50.2738354,18.9253658
"Mysłowice Bytomska",50.2467532,19.1325026
"Mysłowice Bończyka",50.2485358,19.1195512
"Wesoła Piastów Śląskich",50.1841521,19.1049283
"Chorzów Stabika",50.3108647,18.9488734
"Pogoń Ciepła",50.293708,19.1410994
"Pogoń Rybna",50.2950769,19.1343383
"Janów Osiedle",50.2395813,19.093083
"Janów Osiedle",50.2401099,19.093207
"Janów Ośrodek Bolina",50.2319153,19.0863195
"Janów Strumienna",50.2353407,19.0911664
"Brzezinka Cmentarna",50.2048163,19.1708602
"Janów Osiedle Chopina Park",50.2389533,19.1219337
"Janów Osiedle Chopina Park",50.2390326,19.122093
"Mysłowice Dworzec PKP",50.2371488,19.1411123
"Mysłowice Staszica",50.2419011,19.1209008
"Mysłowice Staszica",50.2420239,19.121185
"Mysłowice Wielka Skotnica",50.244887,19.1272177
"Janów Leśnego Potoku",50.2427665,19.0959308
"Mysłowice",50.2377849,19.1416162
"Katowice Mickiewicza",50.2606507,19.0196014
"Katowice Mickiewicza",50.2607609,19.0193494
"Katowice Mickiewicza",50.2608655,19.0191101
"Czeladź Tuwima",50.3226201,19.0718755
"Sielec Narutowicza",50.2787087,19.148014
"Dębowa Góra Zakopiańska",50.270908,19.1586414
"Rudna Gospodarcza I",50.2910597,19.1187788
"Chorzów Batory Zajezdnia",50.2744347,18.956525
"Chorzów Batory Pętla",50.2659335,18.9434832
"Sosnowiec Osiedle Piastów",50.2794348,19.1120625
"Sosnowiec Osiedle Piastów",50.2797155,19.112144
"Środula Auchan",50.3015454,19.1595674
"Katowice Jordana",50.2517494,19.015136
"Mysłowice Brzezinka",50.1967517,19.1546478
"Mysłowice Brzęczkowice",50.2129702,19.1472158
"Środula Północna",50.3004744,19.1559058
"Chropaczów Szkoła",50.3112228,18.91283
"Będzin Miasto",50.3191848,19.1355989
"Będzin",50.3090125,19.1414795
"Świętochłowice Dworcowa",50.2897616,18.9188016
"Chorzów Styczyńskiego",50.3027192,18.9403303
"Bobrek Bronowa n/ż",50.258008,19.1849572
"Sosnowiec Jagiellońska Kościół",50.2691519,19.1300768
"Chorzów Gwarecka",50.2955556,18.9310043
"Osiedle Ustronie Chopina",50.2899803,18.9022736
"Osiedle Ustronie Morcinka",50.2923047,18.9070813
"Osiedle Ustronie Szkoła",50.2900695,18.9061441
"Świętochłowice Sikorskiego Szkoła",50.293361,18.9127691
"Świętochłowice Szpitalna Cmentarz",50.2920287,18.9283333
"Sielec Klimontowska",50.2776497,19.1515756
"Sosnowiec Kosów",50.2754198,19.1644053
"Koszutka Słoneczna",50.273051,19.0248997
"Katowice Strefa Kultury Muzeum Śląskie",50.2632179,19.0357083
"Katowice Fabryka Porcelany",50.254238,19.0616746
"Chorzów Stadion Śląski Pętla Zach.",50.2861053,18.9702612
"Chorzów Rynek",50.2980684,18.9548026
"Chorzów Batory Dworzec PKP",50.2797752,18.9445553
"Będzin Kościuszki",50.3143019,19.135872
"Będzin Kościuszki",50.3155066,19.1358096
"Dańdówka Jedności Szkoła",50.268358,19.1789558
"Dańdówka KSSE",50.2690896,19.185723
"Dańdówka KSSE",50.269181,19.1846244
"Sosnowiec Kościelna",50.2716715,19.1284484
